Start_Date,End_Date,Ticker,Percentage_Return,First_Day_Close,Last_Day_Close,Capital_At_Last_Day,Capital_Difference,,,,,
01-04-2017,30-04-2017,AARTIDRUGS.NS,-2.888635797,146.2624969,142.0375061,9711.13642,-288.8635797,Total Amount Invested: $ 44430000,,,,
01-04-2017,30-04-2017,ALOKINDS.NS,1.666665077,3,3.049999952,10166.66651,166.6665077,Total Amount Returned: $ 44888230.861457266,,,,
01-04-2017,30-04-2017,ASHOKLEY.NS,1.545782491,84.09999847,85.40000153,10154.57825,154.5782491,Percentage Return:  1.0313546285331214 %,,,,
01-04-2017,30-04-2017,BCG.NS,-7.006369789,3.767998934,3.503998995,9299.363021,-700.6369789,,,,,
01-04-2017,30-04-2017,BSOFT.NS,-1.230772426,80.81214905,79.8175354,9876.922757,-123.0772426,,,,,
01-04-2017,30-04-2017,HFCL.NS,17.11026666,13.14999962,15.39999962,11711.02667,1711.026666,,,,,
01-04-2017,30-04-2017,IDEA.NS,0.998824873,51.31266403,51.82518768,10099.88249,99.88248726,,,,,
01-04-2017,30-04-2017,IDFCFIRSTB.NS,9.949834179,59.79999924,65.75,10994.98342,994.9834179,,,,,
01-04-2017,30-04-2017,INTELLECT.NS,9.527824198,111.0996628,121.6850433,10952.78242,952.7824198,,,,,
01-04-2017,30-04-2017,RENUKA.NS,0,14.75,14.75,10000,0,,,,,
01-04-2017,30-04-2017,SONATSOFTW.NS,-4.29098502,65.98124695,63.15000153,9570.901498,-429.098502,,,,,
01-04-2017,30-04-2017,TTML.NS,13.01369812,6.985023975,7.894033909,11301.36981,1301.369812,,,,,
01-05-2017,31-05-2017,AARTIDRUGS.NS,-13.66294121,141.0749969,121.8000031,8633.705879,-1366.294121,,,,,
01-05-2017,31-05-2017,ADANIPOWER.NS,-15.84615267,32.5,27.35000038,8415.384733,-1584.615267,,,,,
01-05-2017,31-05-2017,ALKEM.NS,-5.915569645,1992.199951,1874.349976,9408.443035,-591.5569645,,,,,
01-05-2017,31-05-2017,BCG.NS,-3.496501213,3.431998968,3.311999083,9650.349879,-349.6501213,,,,,
01-05-2017,31-05-2017,BSOFT.NS,-14.1779743,82.4283905,70.74171448,8582.20257,-1417.79743,,,,,
01-05-2017,31-05-2017,COALINDIA.NS,-2.494983023,274.5499878,267.7000122,9750.501698,-249.4983023,,,,,
01-05-2017,31-05-2017,ELGIEQUIP.NS,2.318696112,101.3499985,103.6999969,10231.86961,231.8696112,,,,,
01-05-2017,31-05-2017,FDC.NS,-8.543738709,196.0500031,179.3000031,9145.626129,-854.3738709,,,,,
01-05-2017,31-05-2017,HCLTECH.NS,5.607935929,411.0249939,434.0750122,10560.79359,560.7935929,,,,,
01-05-2017,31-05-2017,HINDZINC.NS,-9.505204224,268.7999878,243.25,9049.479578,-950.5204224,,,,,
01-05-2017,31-05-2017,IDEA.NS,-6.847695349,51.07147598,47.5742569,9315.230465,-684.7695349,,,,,
01-05-2017,31-05-2017,JBCHEPHARM.NS,1.710944713,166.5749969,169.4250031,10171.09447,171.0944713,,,,,
01-05-2017,31-05-2017,JUSTDIAL.NS,-11.19197376,508.3999939,451.5,8880.802624,-1119.197376,,,,,
01-05-2017,31-05-2017,NMDC.NS,-12.02506699,98.11721039,86.31855011,8797.493301,-1202.506699,,,,,
01-05-2017,31-05-2017,SONATSOFTW.NS,-9.75903737,62.25,56.17499924,9024.096263,-975.903737,,,,,
01-05-2017,31-05-2017,SPARC.NS,-9.140536237,320.5499878,291.25,9085.946376,-914.0536237,,,,,
01-05-2017,31-05-2017,TANLA.NS,-31.62135001,49.65000153,33.95000076,6837.864999,-3162.135001,,,,,
01-05-2017,31-05-2017,TATASTEEL.NS,15.00954989,42.40154266,48.76582336,11500.95499,1500.954989,,,,,
01-05-2017,31-05-2017,ZENSARTECH.NS,0.143143435,174.6499939,174.8999939,10014.31434,14.31434347,,,,,
01-06-2017,30-06-2017,ABBOTINDIA.NS,0.686775985,4193.549805,4222.350098,10068.6776,68.67759848,,,,,
01-06-2017,30-06-2017,AJANTPHARM.NS,-3.691483248,1070.93335,1031.400024,9630.851675,-369.1483248,,,,,
01-06-2017,30-06-2017,ALKYLAMINE.NS,-1.865046572,154.4199982,151.5399933,9813.495343,-186.5046572,,,,,
01-06-2017,30-06-2017,BANKINDIA.NS,-3.787350368,143.8999939,138.4499969,9621.264963,-378.7350368,,,,,
01-06-2017,30-06-2017,BEML.NS,18.99190209,1029.243408,1224.716309,11899.19021,1899.190209,,,,,
01-06-2017,30-06-2017,BIOCON.NS,4.138573815,159.4750061,166.0749969,10413.85738,413.8573815,,,,,
01-06-2017,30-06-2017,BLUEDART.NS,-0.123538172,4411.75,4406.299805,9987.646183,-12.35381722,,,,,
01-06-2017,30-06-2017,CRISIL.NS,4.224564498,1871.199951,1950.25,10422.45645,422.4564498,,,,,
01-06-2017,30-06-2017,DIVISLAB.NS,5.880402727,602,637.4000244,10588.04027,588.0402727,,,,,
01-06-2017,30-06-2017,DRREDDY.NS,5.101472518,2522.800049,2651.5,10510.14725,510.1472518,,,,,
01-06-2017,30-06-2017,FDC.NS,-1.13636692,184.8000031,182.6999969,9886.363308,-113.636692,,,,,
01-06-2017,30-06-2017,GESHIP.NS,1.436195726,393.3999939,399.0499878,10143.61957,143.6195726,,,,,
01-06-2017,30-06-2017,GLAXO.NS,1.059526762,1231.675049,1244.724976,10105.95268,105.9526762,,,,,
01-06-2017,30-06-2017,GMRINFRA.NS,27.0903046,13.46888065,17.11764145,12709.03046,2709.03046,,,,,
01-06-2017,30-06-2017,GPPL.NS,-3.540416272,149.6999969,144.3999939,9645.958373,-354.0416272,,,,,
01-06-2017,30-06-2017,GUJALKALI.NS,-5.365740612,415.6000061,393.2999878,9463.425939,-536.5740612,,,,,
01-06-2017,30-06-2017,HFCL.NS,-6.201544657,12.89999962,12.10000038,9379.845534,-620.1544657,,,,,
01-06-2017,30-06-2017,HINDZINC.NS,9.78214962,238.6999969,262.0499878,10978.21496,978.214962,,,,,
01-06-2017,30-06-2017,IDEA.NS,6.100630392,47.93603516,50.86043549,10610.06304,610.0630392,,,,,
01-06-2017,30-06-2017,IOB.NS,-5.52381243,26.25,24.79999924,9447.618757,-552.381243,,,,,
01-06-2017,30-06-2017,IRB.NS,-6.727359086,22.52000046,21.00499916,9327.264091,-672.7359086,,,,,
01-06-2017,30-06-2017,ITI.NS,13.75559794,78.15000153,88.90000153,11375.55979,1375.559794,,,,,
01-06-2017,30-06-2017,JINDALSAW.NS,16.03261317,73.59999847,85.40000153,11603.26132,1603.261317,,,,,
01-06-2017,30-06-2017,LALPATHLAB.NS,-7.306239127,900.5999756,834.7999878,9269.376087,-730.6239127,,,,,
01-06-2017,30-06-2017,MCX.NS,6.992234439,1005.400024,1075.699951,10699.22344,699.2234439,,,,,
01-06-2017,30-06-2017,MINDACORP.NS,6.633906634,101.75,108.5,10663.39066,663.3906634,,,,,
01-06-2017,30-06-2017,OFSS.NS,0.125868848,3575.149902,3579.649902,10012.58688,12.58688481,,,,,
01-06-2017,30-06-2017,OIL.NS,-12.45874839,202,176.8333282,8754.125161,-1245.874839,,,,,
01-06-2017,30-06-2017,ONGC.NS,-9.281605688,174,157.8500061,9071.839431,-928.1605688,,,,,
01-06-2017,30-06-2017,POLYPLEX.NS,-2.482707628,441.0499878,430.1000061,9751.729237,-248.2707628,,,,,
01-06-2017,30-06-2017,PRAJIND.NS,-0.589783171,76.30000305,75.84999847,9941.021683,-58.97831712,,,,,
01-06-2017,30-06-2017,RATNAMANI.NS,12.74360193,478.9333191,539.9666748,11274.36019,1274.360193,,,,,
01-06-2017,30-06-2017,SAIL.NS,2.114538789,56.75,57.95000076,10211.45388,211.4538789,,,,,
01-06-2017,30-06-2017,SANOFI.NS,0.872721662,4107.850098,4143.700195,10087.27217,87.27216623,,,,,
01-06-2017,30-06-2017,SJVN.NS,-0.933129487,32.15000153,31.85000038,9906.687051,-93.31294873,,,,,
01-06-2017,30-06-2017,TATAPOWER.NS,1.05329137,80.69999695,81.55000305,10105.32914,105.329137,,,,,
01-06-2017,30-06-2017,TTML.NS,6.060605145,6.315227032,6.697968006,10606.06051,606.0605145,,,,,
01-06-2017,30-06-2017,TV18BRDCST.NS,1.709408305,35.09999847,35.70000076,10170.94083,170.9408305,,,,,
01-06-2017,30-06-2017,UCOBANK.NS,-3.602305396,34.70000076,33.45000076,9639.76946,-360.2305396,,,,,
01-06-2017,30-06-2017,UNIONBANK.NS,-7.863027353,157.6999969,145.3000031,9213.697265,-786.3027353,,,,,
01-06-2017,30-06-2017,YESBANK.NS,-0.422262621,288.9200134,287.7000122,9957.773738,-42.22626208,,,,,
01-06-2017,30-06-2017,ZENSARTECH.NS,-2.658709658,172.6399994,168.0500031,9734.129034,-265.8709658,,,,,
01-07-2017,31-07-2017,ACC.NS,9.045098123,1587.599976,1731.199951,10904.50981,904.5098123,,,,,
01-07-2017,31-07-2017,AJANTPHARM.NS,-7.282220842,1021.666687,947.2666626,9271.777916,-728.2220842,,,,,
01-07-2017,31-07-2017,ALKYLAMINE.NS,5.846979888,156.3200073,165.4600067,10584.69799,584.6979888,,,,,
01-07-2017,31-07-2017,APARINDS.NS,6.064918545,737.8499756,782.5999756,10606.49185,606.4918545,,,,,
01-07-2017,31-07-2017,ASIANPAINT.NS,2.945771033,1120.25,1153.25,10294.5771,294.5771033,,,,,
01-07-2017,31-07-2017,BAJAJ-AUTO.NS,1.390998022,2789.350098,2828.149902,10139.0998,139.0998022,,,,,
01-07-2017,31-07-2017,BALAMINES.NS,-0.938895349,335.5,332.3500061,9906.110465,-93.88953492,,,,,
01-07-2017,31-07-2017,BANKBARODA.NS,-0.18535869,161.8500061,161.5500031,9981.464131,-18.53586904,,,,,
01-07-2017,31-07-2017,BEL.NS,9.544331911,49.21212006,53.90908813,10954.43319,954.4331911,,,,,
01-07-2017,31-07-2017,CANBK.NS,9.754261028,331.6499939,364,10975.4261,975.4261028,,,,,
01-07-2017,31-07-2017,DCMSHRIRAM.NS,-0.143430864,348.6000061,348.1000061,9985.656914,-14.34308638,,,,,
01-07-2017,31-07-2017,EICHERMOT.NS,5.840073766,2776.679932,2938.840088,10584.00738,584.0073766,,,,,
01-07-2017,31-07-2017,FACT.NS,-10.90100432,44.95000076,40.04999924,8909.899568,-1090.100432,,,,,
01-07-2017,31-07-2017,GAEL.NS,1.932740535,64.67500305,65.92500305,10193.27405,193.2740535,,,,,
01-07-2017,31-07-2017,GNFC.NS,5.107061643,284.8999939,299.4500122,10510.70616,510.7061643,,,,,
01-07-2017,31-07-2017,GRANULES.NS,-0.430729426,139.3000031,138.6999969,9956.927057,-43.0729426,,,,,
01-07-2017,31-07-2017,GSFC.NS,12.77029254,122.5500031,138.1999969,11277.02925,1277.029254,,,,,
01-07-2017,31-07-2017,GUJGASLTD.NS,1.9505353,149.1900024,152.1000061,10195.05353,195.05353,,,,,
01-07-2017,31-07-2017,IDFC.NS,9.870845754,54.20000076,59.54999924,10987.08458,987.0845754,,,,,
01-07-2017,31-07-2017,INDIANB.NS,7.848282875,286.0499878,308.5,10784.82829,784.8282875,,,,,
01-07-2017,31-07-2017,JBMA.NS,24.72944307,110.8799973,138.3000031,12472.94431,2472.944307,,,,,
01-07-2017,31-07-2017,JUBLPHARMA.NS,5.240615812,516.9396362,544.0304565,10524.06158,524.0615812,,,,,
01-07-2017,31-07-2017,JYOTHYLAB.NS,5.421088152,176.625,186.1999969,10542.10882,542.1088152,,,,,
01-07-2017,31-07-2017,KRBL.NS,20.66778953,386.3500061,466.2000122,12066.77895,2066.778953,,,,,
01-07-2017,31-07-2017,LT.NS,3.250850413,1124.833374,1161.400024,10325.08504,325.0850413,,,,,
01-07-2017,31-07-2017,MMTC.NS,7.571805701,38.29999924,41.20000076,10757.18057,757.1805701,,,,,
01-07-2017,31-07-2017,MRPL.NS,3.587820698,119.8499985,124.1500015,10358.78207,358.7820698,,,,,
01-07-2017,31-07-2017,OBEROIRLTY.NS,6.440220708,368,391.7000122,10644.02207,644.0220708,,,,,
01-07-2017,31-07-2017,OLECTRA.NS,18.08333079,60,70.84999847,11808.33308,1808.333079,,,,,
01-07-2017,31-07-2017,PRAJIND.NS,1.194428061,75.34999847,76.25,10119.44281,119.4428061,,,,,
01-07-2017,31-07-2017,SBIN.NS,8.822994165,274.8500061,299.1000061,10882.29942,882.2994165,,,,,
01-07-2017,31-07-2017,SCHAEFFLER.NS,0.357778682,927.9500122,931.2700195,10035.77787,35.77786821,,,,,
01-07-2017,31-07-2017,SHREECEM.NS,-0.784572818,17633.75,17495.40039,9921.542718,-78.45728185,,,,,
01-07-2017,31-07-2017,SRF.NS,-2.506016078,316.0400085,308.1199951,9749.398392,-250.6016078,,,,,
01-07-2017,31-07-2017,SWANENERGY.NS,1.614756475,130.0500031,132.1499939,10161.47565,161.4756475,,,,,
01-07-2017,31-07-2017,TATAMOTORS.NS,3.625800373,430.25,445.8500061,10362.58004,362.5800373,,,,,
01-07-2017,31-07-2017,TATAMTRDVR.NS,-1.541054604,266.0499878,261.9500122,9845.89454,-154.1054604,,,,,
01-07-2017,31-07-2017,TECHM.NS,0.013111552,381.25,381.2999878,10001.31116,1.311155225,,,,,
01-07-2017,31-07-2017,THERMAX.NS,-4.59050148,933.4500122,890.5999756,9540.949852,-459.050148,,,,,
01-07-2017,31-07-2017,TRENT.NS,8.020833333,240,259.25,10802.08333,802.0833333,,,,,
01-07-2017,31-07-2017,TRIVENI.NS,5.961147833,74.65000153,79.09999847,10596.11478,596.1147833,,,,,
01-07-2017,31-07-2017,UCOBANK.NS,0.744047653,33.59999847,33.84999847,10074.40477,74.40476528,,,,,
01-07-2017,31-07-2017,ULTRACEMCO.NS,0.633928577,3998.850098,4024.199951,10063.39286,63.39285769,,,,,
01-07-2017,31-07-2017,UNIONBANK.NS,4.423008731,150.3500061,157,10442.30087,442.3008731,,,,,
01-07-2017,31-07-2017,VGUARD.NS,10.604758,174.4499969,192.9499969,11060.4758,1060.4758,,,,,
01-07-2017,31-07-2017,VIPIND.NS,-5.248916011,184.8000031,175.1000061,9475.108399,-524.8916011,,,,,
01-07-2017,31-07-2017,ZEEL.NS,10.2140623,490.5,540.5999756,11021.40623,1021.40623,,,,,
01-07-2017,31-07-2017,ZFCVINDIA.NS,-2.139703181,5505.450195,5387.649902,9786.029682,-213.9703181,,,,,
01-08-2017,31-08-2017,ABB.NS,-5.480792954,1295.332764,1224.338257,9451.920705,-548.0792954,,,,,
01-08-2017,31-08-2017,ALLCARGO.NS,-1.340328071,42.90000153,42.32500076,9865.967193,-134.0328071,,,,,
01-08-2017,31-08-2017,ASTRAL.NS,9.255245166,280.0575562,305.9775696,10925.52452,925.5245166,,,,,
01-08-2017,31-08-2017,BCG.NS,-9.420293559,3.311999083,2.999999046,9057.970644,-942.0293559,,,,,
01-08-2017,31-08-2017,CASTROLIND.NS,-2.500312463,199.9750061,194.9750061,9749.968754,-250.0312463,,,,,
01-08-2017,31-08-2017,CCL.NS,-1.516750544,283.5,279.2000122,9848.324946,-151.6750544,,,,,
01-08-2017,31-08-2017,CENTRALBK.NS,-6.929046798,90.19999695,83.94999695,9307.09532,-692.9046798,,,,,
01-08-2017,31-08-2017,COALINDIA.NS,-3.837738721,251.4499969,241.8000031,9616.226128,-383.7738721,,,,,
01-08-2017,31-08-2017,CONCOR.NS,11.53780288,470.2799988,524.539978,11153.78029,1153.780288,,,,,
01-08-2017,31-08-2017,EXIDEIND.NS,-12.2430781,223.8000031,196.3999939,8775.69219,-1224.30781,,,,,
01-08-2017,31-08-2017,FDC.NS,-7.94444614,180,165.6999969,9205.555386,-794.444614,,,,,
01-08-2017,31-08-2017,GESHIP.NS,-1.544891987,394.8500061,388.75,9845.510801,-154.4891987,,,,,
01-08-2017,31-08-2017,GRANULES.NS,-7.402035088,137.8000031,127.5999985,9259.796491,-740.2035088,,,,,
01-08-2017,31-08-2017,INDHOTEL.NS,-9.520061897,115.3422318,104.3615799,9047.99381,-952.0061897,,,,,
01-08-2017,31-08-2017,INTELLECT.NS,-4.815480241,111.0999985,105.75,9518.451976,-481.5480241,,,,,
01-08-2017,31-08-2017,IOB.NS,-9.34393804,25.14999962,22.79999924,9065.606196,-934.393804,,,,,
01-08-2017,31-08-2017,IPCALAB.NS,-13.53344303,240.6999969,208.125,8646.655697,-1353.344303,,,,,
01-08-2017,31-08-2017,JKLAKSHMI.NS,-8.352565992,454.9500122,416.9500122,9164.743401,-835.2565992,,,,,
01-08-2017,31-08-2017,JMFINANCIL.NS,5.754796862,119.9000015,126.8000031,10575.47969,575.4796862,,,,,
01-08-2017,31-08-2017,JUSTDIAL.NS,1.549865229,371,376.75,10154.98652,154.9865229,,,,,
01-08-2017,31-08-2017,LALPATHLAB.NS,-2.372283506,824.0999756,804.5499878,9762.771649,-237.2283506,,,,,
01-08-2017,31-08-2017,MINDACORP.NS,0.657891859,106.4000015,107.0999985,10065.78919,65.78918592,,,,,
01-08-2017,31-08-2017,NCC.NS,-4.330706871,88.90000153,85.05000305,9566.929313,-433.0706871,,,,,
01-08-2017,31-08-2017,NHPC.NS,-3.16666921,30,29.04999924,9683.333079,-316.666921,,,,,
01-08-2017,31-08-2017,NLCINDIA.NS,-7.064675099,100.5,93.40000153,9293.53249,-706.4675099,,,,,
01-08-2017,31-08-2017,PFC.NS,1.022494856,97.80000305,98.80000305,10102.24949,102.2494856,,,,,
01-08-2017,31-08-2017,PNCINFRA.NS,-2.904704939,141.1499939,137.0500031,9709.529506,-290.4704939,,,,,
01-08-2017,31-08-2017,PRAJIND.NS,-11.04613429,76.94999695,68.44999695,8895.386571,-1104.613429,,,,,
01-08-2017,31-08-2017,RELAXO.NS,7.01735697,236.1999969,252.7749939,10701.7357,701.735697,,,,,
01-08-2017,31-08-2017,SHARDACROP.NS,-2.42958894,465.1000061,453.7999878,9757.041106,-242.958894,,,,,
01-08-2017,31-08-2017,SRF.NS,-2.421375047,302.7200012,295.3900146,9757.862495,-242.1375047,,,,,
01-08-2017,31-08-2017,SUPREMEIND.NS,4.184060659,1113.75,1160.349976,10418.40607,418.4060659,,,,,
01-08-2017,31-08-2017,SWANENERGY.NS,9.801725927,133.6499939,146.75,10980.17259,980.1725927,,,,,
01-08-2017,31-08-2017,TATACOMM.NS,-0.752966773,408.1794739,405.1060181,9924.703323,-75.29667725,,,,,
01-08-2017,31-08-2017,TATAMOTORS.NS,-15.3054363,446.8999939,378.5,8469.45637,-1530.54363,,,,,
01-08-2017,31-08-2017,TORNTPOWER.NS,16.49257889,181.8999939,211.8999939,11649.25789,1649.257889,,,,,
01-08-2017,31-08-2017,TTKPRESTIG.NS,0.579865391,526.708313,529.7625122,10057.98654,57.9865391,,,,,
01-08-2017,31-08-2017,VGUARD.NS,1.714596677,180.8000031,183.8999939,10171.45967,171.4596677,,,,,
01-08-2017,31-08-2017,WELSPUNLIV.NS,-5.47112462,82.25,77.75,9452.887538,-547.112462,,,,,
