Start_Date,End_Date,Ticker,Percentage_Return,First_Day_Close,Last_Day_Close,Capital_At_Last_Day,Capital_Difference,,,,,,
01-04-2017,30-04-2017,RAJESHEXPO.NS,3.005443651,597.25,615.2000122,10300.54437,300.5443651,,Total Amount Invested: $ 11630000,,,,
01-04-2017,30-04-2017,RCF.NS,5.503441768,79.94999695,84.34999847,10550.34418,550.3441768,,Total Amount Returned: $ 11748867.748455636,,,,
01-04-2017,30-04-2017,RTNINDIA.NS,-3.529414009,4.25,4.099999905,9647.058599,-352.9414009,,Percentage Return:  1.0220786625592106 %,,,,
01-04-2017,30-04-2017,SUNTECK.NS,17.16378166,191.1000061,223.8999939,11716.37817,1716.378166,,,,,,
01-05-2017,31-05-2017,APLAPOLLO.NS,-3.89492749,148.2700043,142.4949951,9610.507251,-389.492749,,,,,,
01-05-2017,31-05-2017,BANKINDIA.NS,-18.32591568,179.8000031,146.8500061,8167.408432,-1832.591568,,,,,,
01-05-2017,31-05-2017,FEDERALBNK.NS,-1.911112467,112.5,110.3499985,9808.888753,-191.1112467,,,,,,
01-05-2017,31-05-2017,INDIACEM.NS,-2.636581022,210.5,204.9499969,9736.341898,-263.6581022,,,,,,
01-05-2017,31-05-2017,ITI.NS,-32.20872925,111.1500015,75.34999847,6779.127075,-3220.872925,,,,,,
01-05-2017,31-05-2017,JMFINANCIL.NS,6.191289577,117.0999985,124.3499985,10619.12896,619.1289577,,,,,,
01-05-2017,31-05-2017,PCBL.NS,-2.801029036,44.80500031,43.54999924,9719.897096,-280.1029036,,,,,,
01-05-2017,31-05-2017,PEL.NS,6.711818489,1436.090942,1532.47876,10671.18185,671.1818489,,,,,,
01-05-2017,31-05-2017,SUNTECK.NS,-1.755528004,230.6999969,226.6499939,9824.4472,-175.5528004,,,,,,
01-05-2017,31-05-2017,SUNTV.NS,-13.65333868,923.9500122,797.7999878,8634.666132,-1365.333868,,,,,,
01-06-2017,30-06-2017,HDFCBANK.NS,2.115318295,814.2999878,831.5250244,10211.53183,211.5318295,,,,,,
01-06-2017,30-06-2017,UNOMINDA.NS,0.37545527,103.7944794,104.1841812,10037.54553,37.54552705,,,,,,
01-07-2017,31-07-2017,GRAPHITE.NS,5.013550136,184.5,193.75,10501.35501,501.3550136,,,,,,
01-08-2017,31-08-2017,BAJAJFINSV.NS,8.335886377,506.7250061,548.9650269,10833.58864,833.5886377,,,,,,
01-08-2017,31-08-2017,BAJFINANCE.NS,4.183542539,1716.25,1788.050049,10418.35425,418.3542539,,,,,,
