Start_Date,End_Date,Ticker,Percentage_Return,First_Day_Close,Last_Day_Close,Capital_At_Last_Day,Capital_Difference,,Total Amount Invested: $ 53100000,,,,,
01-04-2017,30-04-2017,CHOLAHLDNG.NS,8.232467754,407.4584351,441.0023193,10823.24678,823.2467754,,,,,,,
01-04-2017,30-04-2017,CIEINDIA.NS,7.96382243,226.6499939,244.6999969,10796.38224,796.382243,,,,,,,
01-04-2017,30-04-2017,COFORGE.NS,5.494882912,434.9500122,458.8500061,10549.48829,549.4882912,,,,,,,
01-04-2017,30-04-2017,CONCOR.NS,20.43611586,404.480011,487.1400146,12043.61159,2043.611586,,,,,,,
01-04-2017,30-04-2017,CUB.NS,8.671281334,125.3305817,136.198349,10867.12813,867.1281334,,,,,,,
01-04-2017,30-04-2017,DLF.NS,26.65985173,146.8500061,186,12665.98517,2665.985173,,,,,,,
01-04-2017,30-04-2017,GILLETTE.NS,2.256825969,4229.399902,4324.850098,10225.6826,225.6825969,,,,,,,
01-04-2017,30-04-2017,GODREJIND.NS,0.773215575,530.25,534.3499756,10077.32156,77.32155749,,,,,,,
01-04-2017,30-04-2017,GODREJPROP.NS,15.19662619,403.0499878,464.2999878,11519.66262,1519.662619,,,,,,,
01-04-2017,30-04-2017,GPPL.NS,-4.236771666,166.3999939,159.3500061,9576.322833,-423.6771666,,,,,,,
01-04-2017,30-04-2017,GRAPHITE.NS,8.808065895,114.0999985,124.1500015,10880.80659,880.8065895,,,,,,,
01-04-2017,30-04-2017,GUJALKALI.NS,14.32587895,409.0499878,467.6499939,11432.5879,1432.587895,,,,,,,
01-04-2017,30-04-2017,HCLTECH.NS,-6.020204839,433.125,407.0499878,9397.979516,-602.0204839,,,,,,,
01-04-2017,30-04-2017,HEG.NS,38.88888889,225,312.5,13888.88889,3888.888889,,,,,,,
01-04-2017,30-04-2017,HINDPETRO.NS,3.384105732,345.7333374,357.4333191,10338.41057,338.4105732,,,,,,,
01-04-2017,30-04-2017,ITC.NS,-1.260873005,281.5499878,278,9873.912699,-126.0873005,,,,,,,
01-04-2017,30-04-2017,JBCHEPHARM.NS,-7.544522456,178.2749939,164.8249969,9245.547754,-754.4522456,,,,,,,
01-04-2017,30-04-2017,JINDALSTEL.NS,-7.505070994,123.25,114,9249.492901,-750.5070994,,,,,,,
01-04-2017,30-04-2017,JUBLPHARMA.NS,-5.776390797,614.4966431,579.0009155,9422.36092,-577.6390797,,,,,,,
01-04-2017,30-04-2017,KAJARIACER.NS,10.63421727,599.9500122,663.75,11063.42173,1063.421727,,,,,,,
01-04-2017,30-04-2017,LINDEINDIA.NS,15.01256281,398,457.75,11501.25628,1501.256281,,,,,,,
01-04-2017,30-04-2017,LUXIND.NS,10.30672579,746.5999756,823.5499878,11030.67258,1030.672579,,,,,,,
01-04-2017,30-04-2017,M&MFIN.NS,5.672203182,194.5544281,205.5899506,10567.22032,567.2203182,,,,,,,
01-04-2017,30-04-2017,MCX.NS,1.64297863,1196,1215.650024,10164.29786,164.297863,,,,,,,
01-04-2017,30-04-2017,MHRIL.NS,3.518043706,193.2888947,200.0888824,10351.80437,351.8043706,,,,,,,
01-04-2017,30-04-2017,MOTHERSON.NS,6.871749251,68.3861618,73.08548737,10687.17493,687.1749251,,,,,,,
01-04-2017,30-04-2017,NATIONALUM.NS,-8.144190053,74.90000153,68.80000305,9185.580995,-814.4190053,,,,,,,
01-04-2017,30-04-2017,OBEROIRLTY.NS,7.490538973,369.7999878,397.5,10749.0539,749.0538973,,,,,,,
01-04-2017,30-04-2017,OFSS.NS,-6.02654434,3785.75,3557.600098,9397.345566,-602.654434,,,,,,,
01-04-2017,30-04-2017,PEL.NS,28.94035815,1091.615234,1407.532593,12894.03581,2894.035815,,,,,,,
01-04-2017,30-04-2017,PETRONET.NS,2.367432662,206.9750061,211.875,10236.74327,236.7432662,,,,,,,
01-04-2017,30-04-2017,PGHL.NS,2.81033516,1062.150024,1092,10281.03352,281.033516,,,,,,,
01-04-2017,30-04-2017,PIDILITIND.NS,2.397037527,702.9500122,719.7999878,10239.70375,239.7037527,,,,,,,
01-04-2017,30-04-2017,PNB.NS,12.60420776,149.9499969,168.8500061,11260.42078,1260.420776,,,,,,,
01-04-2017,30-04-2017,POONAWALLA.NS,7.323810893,108.5500031,116.5,10732.38109,732.3810893,,,,,,,
01-04-2017,30-04-2017,RAMCOCEM.NS,1.875040824,674.6500244,687.2999878,10187.50408,187.5040824,,,,,,,
01-04-2017,30-04-2017,RAYMOND.NS,16.09429294,640.5999756,743.7000122,11609.42929,1609.429294,,,,,,,
01-04-2017,30-04-2017,REDINGTON.NS,12.38180966,55.52500153,62.40000153,11238.18097,1238.180966,,,,,,,
01-04-2017,30-04-2017,SAREGAMA.NS,0.928460263,23.03173256,23.24557304,10092.84603,92.84602627,,,,,,,
01-04-2017,30-04-2017,SHARDACROP.NS,-0.089957463,500.25,499.7999878,9991.004254,-8.995746267,,,,,,,
01-04-2017,30-04-2017,SIEMENS.NS,0.798732918,1302.050049,1312.449951,10079.87329,79.87329176,,,,,,,
01-04-2017,30-04-2017,SJVN.NS,2.492675445,34.09999847,34.95000076,10249.26754,249.2675445,,,,,,,
01-04-2017,30-04-2017,SOBHA.NS,7.969106822,343.2000122,370.5499878,10796.91068,796.9106822,,,,,,,
01-04-2017,30-04-2017,SUZLON.NS,7.291667117,17.62970734,18.91520691,10729.16671,729.1667117,,,,,,,
01-04-2017,30-04-2017,TATAINVEST.NS,5.529845372,637.4500122,672.7000122,10552.98454,552.9845372,,,,,,,
01-04-2017,30-04-2017,TEAMLEASE.NS,5.813252433,1000.299988,1058.449951,10581.32524,581.3252433,,,,,,,
01-04-2017,30-04-2017,TIMKEN.NS,12.34864736,644.2000122,723.75,11234.86474,1234.864736,,,,,,,
01-04-2017,30-04-2017,TTKPRESTIG.NS,6.793995141,489.3416748,522.5875244,10679.39951,679.3995141,,,,,,,
01-04-2017,30-04-2017,TVSMOTOR.NS,13.7353802,436.1000061,496,11373.53802,1373.53802,,,,,,,
01-04-2017,30-04-2017,UNIONBANK.NS,10.40257256,155.25,171.3999939,11040.25726,1040.257256,,,,,,,
01-04-2017,30-04-2017,VEDL.NS,-10.68940515,272.7000122,243.5500031,8931.059485,-1068.940515,,,,,,,
01-04-2017,30-04-2017,VINATIORGA.NS,16.05418671,372.7999878,432.6499939,11605.41867,1605.418671,,,,,,,
01-04-2017,30-04-2017,ZFCVINDIA.NS,2.34717152,5853.850098,5991.25,10234.71715,234.717152,,,,,,,
01-04-2017,30-04-2017,ZYDUSLIFE.NS,-0.598327824,442.8999939,440.25,9940.167218,-59.83278241,,,,,,,
01-04-2017,30-04-2017,ZYDUSWELL.NS,0.092318713,866.5499878,867.3499756,10009.23187,9.231871262,,,,,,,
01-05-2017,31-05-2017,ABFRL.NS,-2.420051003,171.0694885,166.9295197,9757.9949,-242.0051003,,,,,,,
01-05-2017,31-05-2017,AMBUJACEM.NS,0.268814677,241.8000031,242.4499969,10026.88147,26.88146767,,,,,,,
01-05-2017,31-05-2017,APOLLOHOSP.NS,-1.681187299,1228.300049,1207.650024,9831.88127,-168.1187299,,,,,,,
01-05-2017,31-05-2017,ASTRAL.NS,2.077171767,251.3025665,256.5225525,10207.71718,207.7171767,,,,,,,
01-05-2017,31-05-2017,BALAMINES.NS,-9.39796613,387.8500061,351.3999939,9060.203387,-939.796613,,,,,,,
01-05-2017,31-05-2017,BALRAMCHIN.NS,-4.139834329,163.0500031,156.3000031,9586.016567,-413.9834329,,,,,,,
01-05-2017,31-05-2017,BHEL.NS,-20.0000013,117,93.59999847,7999.99987,-2000.00013,,,,,,,
01-05-2017,31-05-2017,BPCL.NS,-0.14867961,493.2333374,492.5,9985.132039,-14.867961,,,,,,,
01-05-2017,31-05-2017,CARBORUNIV.NS,3.032381675,291.8500061,300.7000122,10303.23817,303.2381675,,,,,,,
01-05-2017,31-05-2017,CASTROLIND.NS,-3.164415987,218.0500031,211.1499939,9683.558401,-316.4415987,,,,,,,
01-05-2017,31-05-2017,CGCL.NS,-12.05564106,61.20100784,53.82283401,8794.435894,-1205.564106,,,,,,,
01-05-2017,31-05-2017,CGPOWER.NS,5.353734533,78.44999695,82.65000153,10535.37345,535.3734533,,,,,,,
01-05-2017,31-05-2017,CHOLAHLDNG.NS,1.406678074,441.1656189,447.3713989,10140.66781,140.6678074,,,,,,,
01-05-2017,31-05-2017,DEEPAKNTR.NS,0.322116649,139.6999969,140.1499939,10032.21166,32.21166486,,,,,,,
01-05-2017,31-05-2017,EICHERMOT.NS,9.819999089,2579.074951,2832.340088,10981.99991,981.9999089,,,,,,,
01-05-2017,31-05-2017,EIDPARRY.NS,4.993370476,301.3999939,316.4500122,10499.33705,499.3370476,,,,,,,
01-05-2017,31-05-2017,FINCABLES.NS,-2.20915216,527.3499756,515.7000122,9779.084784,-220.915216,,,,,,,
01-05-2017,31-05-2017,GAEL.NS,0.413380713,66.52500153,66.80000305,10041.33807,41.33807134,,,,,,,
01-05-2017,31-05-2017,GESHIP.NS,-11.24957363,441.3500061,391.7000122,8875.042637,-1124.957363,,,,,,,
01-05-2017,31-05-2017,GMRINFRA.NS,-12.53643883,15.45092297,13.51392746,8746.356117,-1253.643883,,,,,,,
01-05-2017,31-05-2017,GODREJCP.NS,4.298601788,594.7666626,620.333313,10429.86018,429.8601788,,,,,,,
01-05-2017,31-05-2017,GODREJIND.NS,10.81448927,550.6500244,610.2000122,11081.44893,1081.448927,,,,,,,
01-05-2017,31-05-2017,GRAPHITE.NS,-8.087032723,121.8000031,111.9499969,9191.296728,-808.7032723,,,,,,,
01-05-2017,31-05-2017,GSFC.NS,-3.471401598,126.75,122.3499985,9652.85984,-347.1401598,,,,,,,
01-05-2017,31-05-2017,GSPL.NS,-6.917217748,183.6000061,170.8999939,9308.278225,-691.7217748,,,,,,,
01-05-2017,31-05-2017,HEROMOTOCO.NS,11.55400922,3352.949951,3740.350098,11155.40092,1155.400922,,,,,,,
01-05-2017,31-05-2017,HFCL.NS,-14.23841403,15.10000038,12.94999981,8576.158597,-1423.841403,,,,,,,
01-05-2017,31-05-2017,HINDALCO.NS,1.448186715,200.25,203.1499939,10144.81867,144.8186715,,,,,,,
01-05-2017,31-05-2017,HINDUNILVR.NS,15.56944336,928.0999756,1072.599976,11556.94434,1556.944336,,,,,,,
01-05-2017,31-05-2017,IDBI.NS,-21.56229517,77.44999695,60.75,7843.770483,-2156.229517,,,,,,,
01-05-2017,31-05-2017,IGL.NS,0.028321293,211.8999939,211.9600067,10002.83213,2.832129264,,,,,,,
01-05-2017,31-05-2017,INDHOTEL.NS,2.052672334,117.1572189,119.5620728,10205.26723,205.2672334,,,,,,,
01-05-2017,31-05-2017,INDUSTOWER.NS,5.095987344,354.2000122,372.25,10509.59873,509.5987344,,,,,,,
01-05-2017,31-05-2017,INTELLECT.NS,-2.468152489,117.6569748,114.7530212,9753.184751,-246.8152489,,,,,,,
01-05-2017,31-05-2017,JKLAKSHMI.NS,6.423199548,465.5,495.3999939,10642.31995,642.3199548,,,,,,,
01-05-2017,31-05-2017,JKPAPER.NS,-4.852606326,110.25,104.9000015,9514.739367,-485.2606326,,,,,,,
01-05-2017,31-05-2017,JSWENERGY.NS,-0.160640119,62.25,62.15000153,9983.935988,-16.06401191,,,,,,,
01-05-2017,31-05-2017,JSWSTEEL.NS,-0.408581736,195.8000031,195,9959.141826,-40.85817361,,,,,,,
01-05-2017,31-05-2017,JYOTHYLAB.NS,-6.731265577,196.1000061,182.8999939,9326.873442,-673.1265577,,,,,,,
01-05-2017,31-05-2017,KNRCON.NS,-0.716224732,101.2249985,100.5,9928.377527,-71.62247321,,,,,,,
01-05-2017,31-05-2017,M&M.NS,1.502667896,670.4749756,680.5499878,10150.26679,150.2667896,,,,,,,
01-05-2017,31-05-2017,M&MFIN.NS,-0.344933299,203.2731018,202.5719452,9965.50667,-34.49332991,,,,,,,
01-05-2017,31-05-2017,MHRIL.NS,9.803704796,201.5111084,221.2666626,10980.37048,980.3704796,,,,,,,
01-05-2017,31-05-2017,MINDACORP.NS,-10.88105592,113.5,101.1500015,8911.894408,-1088.105592,,,,,,,
01-05-2017,31-05-2017,MUTHOOTFIN.NS,0.355644333,393.6499939,395.0499878,10035.56443,35.56443333,,,,,,,
01-05-2017,31-05-2017,NCC.NS,-14.71926722,98.84999847,84.30000305,8528.073278,-1471.926722,,,,,,,
01-05-2017,31-05-2017,NLCINDIA.NS,-5.571427118,105,99.15000153,9442.857288,-557.1427118,,,,,,,
01-05-2017,31-05-2017,OLECTRA.NS,-15.94610229,89.05000305,74.84999847,8405.389771,-1594.610229,,,,,,,
01-05-2017,31-05-2017,PHOENIXLTD.NS,0.439779713,409.2999878,411.1000061,10043.97797,43.97797127,,,,,,,
01-05-2017,31-05-2017,PIDILITIND.NS,6.352842942,720.1500244,765.9000244,10635.28429,635.2842942,,,,,,,
01-05-2017,31-05-2017,POONAWALLA.NS,6.091804623,116.5500031,123.6500015,10609.18046,609.1804623,,,,,,,
01-05-2017,31-05-2017,POWERGRID.NS,-0.922335122,115.8750305,114.8062744,9907.766488,-92.23351215,,,,,,,
01-05-2017,31-05-2017,PRESTIGE.NS,-6.745782786,240.1499939,223.9499969,9325.421721,-674.5782786,,,,,,,
01-05-2017,31-05-2017,RELAXO.NS,-6.351773745,247.1750031,231.4750061,9364.822625,-635.1773745,,,,,,,
01-05-2017,31-05-2017,RELIANCE.NS,-0.817186377,626.5693359,621.4490967,9918.281362,-81.71863773,,,,,,,
01-05-2017,31-05-2017,RTNINDIA.NS,-11.11111765,4.050000191,3.599999905,8888.888235,-1111.111765,,,,,,,
01-05-2017,31-05-2017,SBIN.NS,0.190779859,288.2999878,288.8500061,10019.07799,19.07798591,,,,,,,
01-05-2017,31-05-2017,SIEMENS.NS,2.364480438,1336.449951,1368.050049,10236.44804,236.4480438,,,,,,,
01-05-2017,31-05-2017,SJVN.NS,-8.33333242,34.79999924,31.89999962,9166.666758,-833.333242,,,,,,,
01-05-2017,31-05-2017,STLTECH.NS,1.779935275,154.5,157.25,10177.99353,177.9935275,,,,,,,
01-05-2017,31-05-2017,SUNDRMFAST.NS,-7.458560822,416.2999878,385.25,9254.143918,-745.8560822,,,,,,,
01-05-2017,31-05-2017,SUPREMEIND.NS,-0.787638013,1155.349976,1146.25,9921.236199,-78.76380126,,,,,,,
01-05-2017,31-05-2017,TATACONSUM.NS,-7.704498498,157.6999969,145.5500031,9229.55015,-770.4498498,,,,,,,
01-05-2017,31-05-2017,TATAINVEST.NS,-3.811060081,679.5999756,653.7000122,9618.893992,-381.1060081,,,,,,,
01-05-2017,31-05-2017,TORNTPOWER.NS,-16.12687296,223.8500061,187.75,8387.312704,-1612.687296,,,,,,,
01-05-2017,31-05-2017,TRIDENT.NS,-2.874260046,8.350000381,8.109999657,9712.573995,-287.4260046,,,,,,,
01-05-2017,31-05-2017,TRITURBINE.NS,1.91542738,138.3500061,141,10191.54274,191.542738,,,,,,,
01-05-2017,31-05-2017,TTML.NS,-27.07182725,8.659516335,6.315227032,7292.817275,-2707.182725,,,,,,,
01-05-2017,31-05-2017,USHAMART.NS,-14.90383936,20.79999924,17.70000076,8509.616064,-1490.383936,,,,,,,
01-05-2017,31-05-2017,VIPIND.NS,-5.889657567,201.1999969,189.3500061,9411.034243,-588.9657567,,,,,,,
01-05-2017,31-05-2017,VOLTAS.NS,16.94160291,415.25,485.6000061,11694.16029,1694.160291,,,,,,,
01-05-2017,31-05-2017,WHIRLPOOL.NS,-4.360212766,1229.300049,1175.699951,9563.978723,-436.0212766,,,,,,,
01-06-2017,30-06-2017,AARTIIND.NS,3.987376467,211.7694702,220.2135162,10398.73765,398.7376467,,,,,,,
01-06-2017,30-06-2017,ABFRL.NS,0.058038926,169.8373566,169.9359283,10005.80389,5.803892579,,,,,,,
01-06-2017,30-06-2017,ACC.NS,-4.713227523,1658.099976,1579.949951,9528.677248,-471.3227523,,,,,,,
01-06-2017,30-06-2017,APLAPOLLO.NS,5.919061715,145.0399933,153.625,10591.90617,591.9061715,,,,,,,
01-06-2017,30-06-2017,ASIANPAINT.NS,-4.817088603,1160.449951,1104.550049,9518.29114,-481.7088603,,,,,,,
01-06-2017,30-06-2017,ASTRAL.NS,9.745322126,280.0575562,307.3500671,10974.53221,974.5322126,,,,,,,
01-06-2017,30-06-2017,ATUL.NS,-5.122243989,2558.449951,2427.399902,9487.775601,-512.2243989,,,,,,,
01-06-2017,30-06-2017,BAJFINANCE.NS,3.687804584,1327.349976,1376.300049,10368.78046,368.7804584,,,,,,,
01-06-2017,30-06-2017,BAYERCROP.NS,1.549757062,4549.100098,4619.600098,10154.97571,154.9757062,,,,,,,
01-06-2017,30-06-2017,BHARTIARTL.NS,4.238213927,330.6712952,344.6858521,10423.82139,423.8213927,,,,,,,
01-06-2017,30-06-2017,BPCL.NS,-15.28416563,492.6666565,417.3666687,8471.583437,-1528.416563,,,,,,,
01-06-2017,30-06-2017,BRIGADE.NS,2.509801528,170,174.2666626,10250.98015,250.9801528,,,,,,,
01-06-2017,30-06-2017,CANFINHOME.NS,16.33429821,549.0900269,638.7800293,11633.42982,1633.429821,,,,,,,
01-06-2017,30-06-2017,CARBORUNIV.NS,7.924273054,298.4500122,322.1000061,10792.42731,792.4273054,,,,,,,
01-06-2017,30-06-2017,CEATLTD.NS,0.496979121,1790.800049,1799.699951,10049.69791,49.69791211,,,,,,,
01-06-2017,30-06-2017,CENTURYPLY.NS,10.47914943,273.3999939,302.0499878,11047.91494,1047.914943,,,,,,,
01-06-2017,30-06-2017,CERA.NS,-1.388704841,2992,2950.449951,9861.129516,-138.8704841,,,,,,,
01-06-2017,30-06-2017,CHOLAHLDNG.NS,-3.311353292,445.8362732,431.0730591,9668.864671,-331.1353292,,,,,,,
01-06-2017,30-06-2017,CUB.NS,4.863301081,143.595047,150.5785065,10486.33011,486.3301081,,,,,,,
01-06-2017,30-06-2017,EICHERMOT.NS,-5.047517856,2879.340088,2734.004883,9495.248214,-504.7517856,,,,,,,
01-06-2017,30-06-2017,EIDPARRY.NS,-9.711799913,333.1000061,300.75,9028.820009,-971.1799913,,,,,,,
01-06-2017,30-06-2017,FEDERALBNK.NS,-2.670110693,116.0999985,113,9732.988931,-267.0110693,,,,,,,
01-06-2017,30-06-2017,GAIL.NS,-11.69732876,102.5875244,90.58752441,8830.267124,-1169.732876,,,,,,,
01-06-2017,30-06-2017,GRASIM.NS,6.501576642,881.6878052,939.0114136,10650.15766,650.1576642,,,,,,,
01-06-2017,30-06-2017,HCLTECH.NS,-1.699046032,431.125,423.7999878,9830.095397,-169.9046032,,,,,,,
01-06-2017,30-06-2017,HINDALCO.NS,-2.560204335,197.25,192.1999969,9743.979566,-256.0204335,,,,,,,
01-06-2017,30-06-2017,HINDPETRO.NS,-6.097561182,360.7999878,338.7999878,9390.243882,-609.7561182,,,,,,,
01-06-2017,30-06-2017,HONAUT.NS,1.486648519,11482.15039,11652.84961,10148.66485,148.6648519,,,,,,,
01-06-2017,30-06-2017,INDHOTEL.NS,-4.276682493,122.0122986,116.79422,9572.331751,-427.6682493,,,,,,,
01-06-2017,30-06-2017,INDIGO.NS,9.444813094,1130.25,1237,10944.48131,944.4813094,,,,,,,
01-06-2017,30-06-2017,KAJARIACER.NS,-6.35259158,703.6500244,658.9500122,9364.740842,-635.259158,,,,,,,
01-06-2017,30-06-2017,KEI.NS,5.42140952,219.5,231.3999939,10542.14095,542.140952,,,,,,,
01-06-2017,30-06-2017,LAXMIMACH.NS,3.153052145,4755.700195,4905.649902,10315.30521,315.3052145,,,,,,,
01-06-2017,30-06-2017,LT.NS,-4.972659803,1195.199951,1135.766724,9502.73402,-497.2659803,,,,,,,
01-06-2017,30-06-2017,MARICO.NS,-1.200628055,316.5,312.7000122,9879.937195,-120.0628055,,,,,,,
01-06-2017,30-06-2017,MRF.NS,0.618107532,68217.29688,68638.95313,10061.81075,61.81075318,,,,,,,
01-06-2017,30-06-2017,NATCOPHARM.NS,-0.730586513,944.4500122,937.5499878,9926.941349,-73.05865133,,,,,,,
01-06-2017,30-06-2017,PGHH.NS,5.964678912,7559.5,8010.399902,10596.46789,596.4678912,,,,,,,
01-06-2017,30-06-2017,POONAWALLA.NS,19.25440939,130.1000061,155.1499939,11925.44094,1925.440939,,,,,,,
01-06-2017,30-06-2017,RAMCOCEM.NS,-6.42347407,722.3499756,675.9500122,9357.652593,-642.347407,,,,,,,
01-06-2017,30-06-2017,SUNDARMFIN.NS,-0.534270699,1292.581421,1285.675537,9946.57293,-53.42706987,,,,,,,
01-06-2017,30-06-2017,SUNTECK.NS,7.535006525,224.9499969,241.8999939,10753.50065,753.5006525,,,,,,,
01-06-2017,30-06-2017,TATACOMM.NS,-0.282715788,450.214386,448.9415588,9971.728421,-28.27157879,,,,,,,
01-06-2017,30-06-2017,TATAMOTORS.NS,-8.612186787,476.6499939,435.6000061,9138.781321,-861.2186787,,,,,,,
01-06-2017,30-06-2017,TATAMTRDVR.NS,-6.937218469,288.2999878,268.2999878,9306.278153,-693.7218469,,,,,,,
01-06-2017,30-06-2017,TTKPRESTIG.NS,0.833968726,552.5791626,557.1875,10083.39687,83.3968726,,,,,,,
01-06-2017,30-06-2017,VAIBHAVGBL.NS,2.012902149,103.8300018,105.9199982,10201.29021,201.2902149,,,,,,,
01-07-2017,31-07-2017,AARTIIND.NS,4.567911842,228.7426147,239.1913757,10456.79118,456.7911842,,,,,,,
01-07-2017,31-07-2017,ADANIENT.NS,1.611712865,74.37902069,75.57779694,10161.17129,161.1712865,,,,,,,
01-07-2017,31-07-2017,ADANIPORTS.NS,7.54076087,368,395.75,10754.07609,754.076087,,,,,,,
01-07-2017,31-07-2017,AMBUJACEM.NS,6.122452755,247.4499969,262.6000061,10612.24528,612.2452755,,,,,,,
01-07-2017,31-07-2017,APLAPOLLO.NS,0.09697121,159.8399963,159.9949951,10009.69712,9.697121049,,,,,,,
01-07-2017,31-07-2017,ASHOKLEY.NS,9.072779858,100.3000031,109.4000015,10907.27799,907.2779858,,,,,,,
01-07-2017,31-07-2017,AXISBANK.NS,-0.415664459,517.25,515.0999756,9958.433554,-41.5664459,,,,,,,
01-07-2017,31-07-2017,BAJFINANCE.NS,22.65075483,1387.150024,1701.349976,12265.07548,2265.075483,,,,,,,
01-07-2017,31-07-2017,BAYERCROP.NS,1.629638735,4623.700195,4699.049805,10162.96387,162.9638735,,,,,,,
01-07-2017,31-07-2017,BIRLACORPN.NS,7.949547616,876.1500244,945.7999878,10794.95476,794.9547616,,,,,,,
01-07-2017,31-07-2017,CEATLTD.NS,-0.686329696,1865,1852.199951,9931.36703,-68.63296959,,,,,,,
01-07-2017,31-07-2017,CENTURYPLY.NS,2.304540847,292.8999939,299.6499939,10230.45408,230.4540847,,,,,,,
01-07-2017,31-07-2017,CIEINDIA.NS,3.622891426,242.8999939,251.6999969,10362.28914,362.2891426,,,,,,,
01-07-2017,31-07-2017,CIPLA.NS,2.582223545,551.8499756,566.0999756,10258.22235,258.2223545,,,,,,,
01-07-2017,31-07-2017,COROMANDEL.NS,1.664143838,429.6499939,436.7999878,10166.41438,166.4143838,,,,,,,
01-07-2017,31-07-2017,DEEPAKFERT.NS,19.3747827,290.010498,346.1994019,11937.47827,1937.47827,,,,,,,
01-07-2017,31-07-2017,DIVISLAB.NS,0.596747736,670.2999878,674.2999878,10059.67477,59.67477358,,,,,,,
01-07-2017,31-07-2017,DRREDDY.NS,-8.11168827,2682.550049,2464.949951,9188.831173,-811.168827,,,,,,,
01-07-2017,31-07-2017,EIHOTEL.NS,1.517392984,132.5089264,134.5196075,10151.7393,151.7392984,,,,,,,
01-07-2017,31-07-2017,GLAXO.NS,-3.788378586,1269.675049,1221.574951,9621.162141,-378.8378586,,,,,,,
01-07-2017,31-07-2017,GMRINFRA.NS,-3.571426643,17.6581974,17.02754784,9642.857336,-357.1426643,,,,,,,
01-07-2017,31-07-2017,GODFRYPHLP.NS,-9.21720855,1281.300049,1163.199951,9078.279145,-921.720855,,,,,,,
01-07-2017,31-07-2017,GRINDWELL.NS,-0.905138368,425.3500061,421.5,9909.486163,-90.5138368,,,,,,,
01-07-2017,31-07-2017,GSPL.NS,7.750633426,178.0500031,191.8500061,10775.06334,775.0633426,,,,,,,
01-07-2017,31-07-2017,HEROMOTOCO.NS,-3.861127752,3776.100098,3630.300049,9613.887225,-386.1127752,,,,,,,
01-07-2017,31-07-2017,HONAUT.NS,3.87708958,11985.7998,12450.5,10387.70896,387.708958,,,,,,,
01-07-2017,31-07-2017,ICICIBANK.NS,2.103087868,290.0499878,296.1499939,10210.30879,210.3087868,,,,,,,
01-07-2017,31-07-2017,IDEA.NS,10.91119919,51.94578171,57.61368942,11091.11992,1091.119919,,,,,,,
01-07-2017,31-07-2017,INDHOTEL.NS,-5.553426138,118.4730835,111.8937683,9444.657386,-555.3426138,,,,,,,
01-07-2017,31-07-2017,JINDALSAW.NS,15.13921521,86.19999695,99.25,11513.92152,1513.921521,,,,,,,
01-07-2017,31-07-2017,JINDALSTEL.NS,16.43357394,128.6999969,149.8500061,11643.35739,1643.357394,,,,,,,
01-07-2017,31-07-2017,JSWSTEEL.NS,5.242623672,205.0500031,215.8000031,10524.26237,524.2623672,,,,,,,
01-07-2017,31-07-2017,KPRMILL.NS,1.364672529,158.2799988,160.4400024,10136.46725,136.4672529,,,,,,,
