Start_Date,End_Date,Ticker,Percentage_Return,First_Day_Close,Last_Day_Close,Capital_At_Last_Day,Capital_Difference,,Total Amount Invested: $ 61380000,,,,
01-05-2017,31-05-2017,JINDALSTEL.NS,8.858530914,113.4499969,123.5,10885.85309,885.8530914,,,,,,
01-05-2017,31-05-2017,JUBLFOOD.NS,-12.9333437,104.4199982,90.91500092,8706.66563,-1293.33437,,,,,,
01-05-2017,31-05-2017,JUBLPHARMA.NS,-3.894917268,571.2714233,549.020874,9610.508273,-389.4917268,,,,,,
01-05-2017,31-05-2017,LALPATHLAB.NS,-5.38582549,952.5,901.2000122,9461.417451,-538.582549,,,,,,
01-05-2017,31-05-2017,MANAPPURAM.NS,-7.287232419,94,87.15000153,9271.276758,-728.7232419,,,,,,
01-05-2017,31-05-2017,NATIONALUM.NS,-2.708647175,68.30000305,66.44999695,9729.135282,-270.8647175,,,,,,
01-05-2017,31-05-2017,NTPC.NS,-0.524363929,135.0833282,134.375,9947.563607,-52.43639287,,,,,,
01-05-2017,31-05-2017,OFSS.NS,-2.502922898,3631.75,3540.850098,9749.70771,-250.2922898,,,,,,
01-05-2017,31-05-2017,OIL.NS,-4.603269863,220.1333313,210,9539.673014,-460.3269863,,,,,,
01-05-2017,31-05-2017,ONGC.NS,-7.146569873,192.3999939,178.6499939,9285.343013,-714.6569873,,,,,,
01-05-2017,31-05-2017,PATANJALI.NS,-11.30952381,2520,2235,8869.047619,-1130.952381,,,,,,
01-05-2017,31-05-2017,PERSISTENT.NS,2.395360683,586.5499878,600.5999756,10239.53607,239.5360683,,,,,,
01-05-2017,31-05-2017,RADICO.NS,-2.248569036,122.3000031,119.5500031,9775.143096,-224.8569036,,,,,,
01-05-2017,31-05-2017,RALLIS.NS,0.627615063,239,240.5,10062.76151,62.76150628,,,,,,
01-05-2017,31-05-2017,RENUKA.NS,-10.58019985,14.64999962,13.10000038,8941.980015,-1058.019985,,,,,,
01-05-2017,31-05-2017,RHIM.NS,-5.98226825,135.3999939,127.3000031,9401.773175,-598.226825,,,,,,
01-05-2017,31-05-2017,SAIL.NS,-1.435814659,59.20000076,58.34999847,9856.418534,-143.5814659,,,,,,
01-05-2017,31-05-2017,SHRIRAMFIN.NS,-0.391612462,982.78125,978.9325562,9960.838754,-39.16124618,,,,,,
01-05-2017,31-05-2017,SYMPHONY.NS,-10.20638917,1463.300049,1313.949951,8979.361083,-1020.638917,,,,,,
01-05-2017,31-05-2017,SYNGENE.NS,-8.218903377,249.4250031,228.9250031,9178.109662,-821.8903377,,,,,,
01-05-2017,31-05-2017,TATACOMM.NS,-1.903830421,443.5397339,435.0954895,9809.616958,-190.3830421,,,,,,
01-05-2017,31-05-2017,TATAELXSI.NS,-14.30157472,765.4749756,656,8569.842528,-1430.157472,,,,,,
01-05-2017,31-05-2017,TATAMOTORS.NS,6.659277073,451.25,481.2999878,10665.92771,665.9277073,,,,,,
01-05-2017,31-05-2017,TATAMTRDVR.NS,5.151232921,272.75,286.7999878,10515.12329,515.1232921,,,,,,
01-05-2017,31-05-2017,TATAPOWER.NS,-1.553160657,83.69999695,82.40000153,9844.683934,-155.3160657,,,,,,
01-05-2017,31-05-2017,TORNTPHARM.NS,-10.48027388,694.4000244,621.625,8951.972612,-1048.027388,,,,,,
01-05-2017,31-05-2017,TRENT.NS,-2.402402402,249.75,243.75,9759.75976,-240.2402402,,,,,,
01-05-2017,31-05-2017,TV18BRDCST.NS,-15.26441997,41.59999847,35.25,8473.558003,-1526.441997,,,,,,
01-05-2017,31-05-2017,UBL.NS,2.411517816,771.2999878,789.9000244,10241.15178,241.1517816,,,,,,
01-05-2017,31-05-2017,VTL.NS,-2.073750085,265.2200012,259.7200012,9792.624992,-207.3750085,,,,,,
01-05-2017,31-05-2017,WELCORP.NS,5.796217421,81.94999695,86.69999695,10579.62174,579.6217421,,,,,,
01-05-2017,31-05-2017,WIPRO.NS,8.335023615,185.5875397,201.0563049,10833.50236,833.5023615,,,,,,
01-05-2017,31-05-2017,ZYDUSLIFE.NS,5.125919183,448.7000122,471.7000122,10512.59192,512.5919183,,,,,,
01-06-2017,30-06-2017,ALKEM.NS,-4.629176495,1946.349976,1856.25,9537.08235,-462.9176495,,,,,,
01-06-2017,30-06-2017,ALLCARGO.NS,-1.916479431,43.70000076,42.86249924,9808.352057,-191.6479431,,,,,,
01-06-2017,30-06-2017,ALOKINDS.NS,-20.31250268,3.200000048,2.549999952,7968.749732,-2031.250268,,,,,,
01-06-2017,30-06-2017,AMBUJACEM.NS,2.72518728,240.3500061,246.8999939,10272.51873,272.518728,,,,,,
01-06-2017,30-06-2017,APOLLOHOSP.NS,2.034547453,1253.349976,1278.849976,10203.45475,203.4547453,,,,,,
01-06-2017,30-06-2017,AUROPHARMA.NS,15.73362328,579.6500244,670.8499756,11573.36233,1573.362328,,,,,,
01-06-2017,30-06-2017,BAJAJ-AUTO.NS,-1.340097118,2839.350098,2801.300049,9865.990288,-134.0097118,,,,,,
01-06-2017,30-06-2017,BAJAJFINSV.NS,-2.540659507,420.5599976,409.875,9745.934049,-254.0659507,,,,,,
01-06-2017,30-06-2017,BAJAJHLDNG.NS,1.442849629,2075.75,2105.699951,10144.28496,144.2849629,,,,,,
01-06-2017,30-06-2017,BALAMINES.NS,-3.872438961,351.2000122,337.6000061,9612.756104,-387.2438961,,,,,,
01-06-2017,30-06-2017,BALRAMCHIN.NS,-3.725114429,155.6999969,149.8999939,9627.488557,-372.5114429,,,,,,
01-06-2017,30-06-2017,BANKBARODA.NS,-13.12849162,179,155.5,8687.150838,-1312.849162,,,,,,
01-06-2017,30-06-2017,BATAINDIA.NS,-3.091833907,546.5999756,529.7000122,9690.816609,-309.1833907,,,,,,
01-06-2017,30-06-2017,BEL.NS,-7.353791337,52.33333206,48.48484802,9264.620866,-735.3791337,,,,,,
01-06-2017,30-06-2017,BLUESTARCO.NS,-6.971097627,319.1749878,296.9249878,9302.890237,-697.1097627,,,,,,
01-06-2017,30-06-2017,CENTRALBK.NS,-13.58563764,103.0500031,89.05000305,8641.436236,-1358.563764,,,,,,
01-06-2017,30-06-2017,CENTURYTEX.NS,3.181986655,1063.800049,1097.650024,10318.19867,318.1986655,,,,,,
01-06-2017,30-06-2017,CGCL.NS,-3.106631074,56.32952118,54.57957077,9689.336893,-310.6631074,,,,,,
01-06-2017,30-06-2017,CGPOWER.NS,-3.462688389,83.75,80.84999847,9653.731161,-346.2688389,,,,,,
01-06-2017,30-06-2017,CHOLAFIN.NS,5.272261248,208.2599945,219.2400055,10527.22612,527.2261248,,,,,,
01-06-2017,30-06-2017,CUMMINSIND.NS,-1.891687435,925.0999756,907.5999756,9810.831256,-189.1687435,,,,,,
01-06-2017,30-06-2017,DEEPAKFERT.NS,8.992806819,242.5965424,264.4127808,10899.28068,899.2806819,,,,,,
01-06-2017,30-06-2017,DELTACORP.NS,-2.317456442,157.5,153.8500061,9768.254356,-231.7456442,,,,,,
01-06-2017,30-06-2017,DLF.NS,9.816127923,176.75,194.1000061,10981.61279,981.6127923,,,,,,
01-06-2017,30-06-2017,ECLERX.NS,1.065115081,857.5,866.6333618,10106.51151,106.5115081,,,,,,
01-06-2017,30-06-2017,ENGINERSIN.NS,-5.282899099,159.9499969,151.5,9471.71009,-528.2899099,,,,,,
01-06-2017,30-06-2017,EXIDEIND.NS,-4.406929584,228.0500031,218,9559.307042,-440.6929584,,,,,,
01-06-2017,30-06-2017,FINCABLES.NS,-8.02955801,500.6499939,460.4500122,9197.044199,-802.955801,,,,,,
01-06-2017,30-06-2017,FORTIS.NS,-17.11621435,198.3500061,164.3999939,8288.378565,-1711.621435,,,,,,
01-06-2017,30-06-2017,GPIL.NS,2.416251372,22.76250076,23.3125,10241.62514,241.6251372,,,,,,
01-06-2017,30-06-2017,GRANULES.NS,-5.703144273,141.1499939,133.1000061,9429.685573,-570.3144273,,,,,,
01-06-2017,30-06-2017,GSPL.NS,-5.425925681,177.8500061,168.1999969,9457.407432,-542.5925681,,,,,,
01-06-2017,30-06-2017,GUJGASLTD.NS,-2.079086485,151.9900055,148.8300018,9792.091352,-207.9086485,,,,,,
01-06-2017,30-06-2017,HINDCOPPER.NS,2.066765327,62.90000153,64.19999695,10206.67653,206.6765327,,,,,,
01-06-2017,30-06-2017,IDFC.NS,-6.762468126,59.15000153,55.15000153,9323.753187,-676.2468126,,,,,,
01-06-2017,30-06-2017,INDIANB.NS,-13.54729071,324.0499878,280.1499939,8645.270929,-1354.729071,,,,,,
01-06-2017,30-06-2017,JBMA.NS,-3.310170745,109.3600006,105.7399979,9668.982926,-331.0170745,,,,,,
01-06-2017,30-06-2017,JKPAPER.NS,-14.15677105,105.25,90.34999847,8584.322895,-1415.677105,,,,,,
01-06-2017,30-06-2017,JSL.NS,-1.231192264,73.09999847,72.19999695,9876.880774,-123.1192264,,,,,,
01-06-2017,30-06-2017,JSWENERGY.NS,2.775581024,63.04999924,64.80000305,10277.5581,277.5581024,,,,,,
01-06-2017,30-06-2017,JUBLPHARMA.NS,-6.867906737,555.6247559,517.4649658,9313.209326,-686.7906737,,,,,,
01-06-2017,30-06-2017,JYOTHYLAB.NS,-4.561495615,184.1499939,175.75,9543.850439,-456.1495615,,,,,,
01-06-2017,30-06-2017,KRBL.NS,-8.317144491,411.7999878,377.5499878,9168.285551,-831.7144491,,,,,,
01-06-2017,30-06-2017,KSB.NS,10.02679834,690.1500244,759.3499756,11002.67983,1002.679834,,,,,,
01-06-2017,30-06-2017,LINDEINDIA.NS,-1.848043763,438.2999878,430.2000122,9815.195624,-184.8043763,,,,,,
01-06-2017,30-06-2017,MANAPPURAM.NS,10.19718654,88.75,97.80000305,11019.71865,1019.718654,,,,,,
01-06-2017,30-06-2017,MFSL.NS,0.073808791,609.7000122,610.1500244,10007.38088,7.380879088,,,,,,
01-06-2017,30-06-2017,NATIONALUM.NS,-1.957835876,66.40000153,65.09999847,9804.216412,-195.7835876,,,,,,
01-06-2017,30-06-2017,NAVINFLUOR.NS,5.026921935,581.4699707,610.7000122,10502.69219,502.6921935,,,,,,
01-06-2017,30-06-2017,NCC.NS,2.590673621,86.84999847,89.09999847,10259.06736,259.0673621,,,,,,
01-06-2017,30-06-2017,NHPC.NS,7.01168087,29.95000076,32.04999924,10701.16809,701.168087,,,,,,
01-06-2017,30-06-2017,NTPC.NS,-1.244946221,133.875,132.2083282,9875.505378,-124.4946221,,,,,,
01-06-2017,30-06-2017,OBEROIRLTY.NS,-8.5964432,376.8999939,344.5,9140.35568,-859.64432,,,,,,
01-06-2017,30-06-2017,PAGEIND.NS,13.86211846,14267.2998,16245.0498,11386.21185,1386.211846,,,,,,
01-06-2017,30-06-2017,PGHL.NS,-3.127985853,1099.75,1065.349976,9687.201415,-312.7985853,,,,,,
01-06-2017,30-06-2017,PIIND.NS,1.4349972,811.8499756,823.5,10143.49972,143.49972,,,,,,
01-06-2017,30-06-2017,PNB.NS,-9.117835024,151.8999939,138.0500031,9088.216498,-911.7835024,,,,,,
01-06-2017,30-06-2017,RADICO.NS,-1.446360359,124.4499969,122.6500015,9855.363964,-144.6360359,,,,,,
01-06-2017,30-06-2017,RAYMOND.NS,4.020746851,693.9000244,721.7999878,10402.07469,402.0746851,,,,,,
01-06-2017,30-06-2017,RECLTD.NS,-10.32207377,142.0500031,127.3874969,8967.792623,-1032.207377,,,,,,
01-06-2017,30-06-2017,RELAXO.NS,1.383819267,233.0500031,236.2749939,10138.38193,138.3819267,,,,,,
01-06-2017,30-06-2017,RHIM.NS,1.851851852,135,137.5,10185.18519,185.1851852,,,,,,
01-06-2017,30-06-2017,RTNINDIA.NS,13.69862978,3.650000095,4.150000095,11369.86298,1369.862978,,,,,,
01-06-2017,30-06-2017,SAREGAMA.NS,24.28260877,22.35618591,27.78485107,12428.26088,2428.260877,,,,,,
01-06-2017,30-06-2017,SCHAEFFLER.NS,0.449979136,895.5900269,899.6199951,10044.99791,44.99791356,,,,,,
01-06-2017,30-06-2017,SHARDACROP.NS,-1.164779229,497.9500122,492.1499939,9883.522077,-116.4779229,,,,,,
01-06-2017,30-06-2017,SHREECEM.NS,-5.528460066,17666.75,16690.05078,9447.153993,-552.8460066,,,,,,
01-06-2017,30-06-2017,SOBHA.NS,0.173679064,374.25,374.8999939,10017.36791,17.36790639,,,,,,
01-06-2017,30-06-2017,SPARC.NS,-2.975501553,304.1499939,295.1000061,9702.449845,-297.5501553,,,,,,
01-06-2017,30-06-2017,SRF.NS,-5.747380193,325.5400085,306.8299866,9425.261981,-574.7380193,,,,,,
01-06-2017,30-06-2017,SUNDRMFAST.NS,7.93204415,391.4500122,422.5,10793.20441,793.204415,,,,,,
01-06-2017,30-06-2017,SUNTV.NS,0.38571302,803.7000122,806.7999878,10038.5713,38.57130196,,,,,,
01-06-2017,30-06-2017,SUZLON.NS,-7.179487289,17.90517235,16.61967278,9282.051271,-717.9487289,,,,,,
01-06-2017,30-06-2017,SYNGENE.NS,-5.526449696,243.375,229.9250031,9447.35503,-552.6449696,,,,,,
01-06-2017,30-06-2017,TIMKEN.NS,-0.346425248,678.3499756,676,9965.357475,-34.64252481,,,,,,
01-06-2017,30-06-2017,TRENT.NS,-3.009824298,244.1999969,236.8500061,9699.01757,-300.9824298,,,,,,
01-06-2017,30-06-2017,TRIDENT.NS,-5.357142228,8.119999886,7.684999943,9464.285777,-535.7142228,,,,,,
01-06-2017,30-06-2017,USHAMART.NS,3.631282862,17.89999962,18.54999924,10363.12829,363.1282862,,,,,,
01-06-2017,30-06-2017,VGUARD.NS,-5.670662073,183.3999939,173,9432.933793,-567.0662073,,,,,,
01-06-2017,30-06-2017,VTL.NS,-12.09798678,259.6300049,228.2200012,8790.201322,-1209.798678,,,,,,
01-06-2017,30-06-2017,ZEEL.NS,-6.350573543,522,488.8500061,9364.942646,-635.0573543,,,,,,
01-06-2017,30-06-2017,ZFCVINDIA.NS,-5.009587398,5788.899902,5498.899902,9499.04126,-500.9587398,,,,,,
01-06-2017,30-06-2017,ZYDUSWELL.NS,2.656312429,830.0999756,852.1500244,10265.63124,265.6312429,,,,,,
01-07-2017,31-07-2017,AEGISCHEM.NS,-0.476313263,188.9499969,188.0500031,9952.368674,-47.63132633,,,,,,
01-07-2017,31-07-2017,AIAENG.NS,4.588745546,1391.449951,1455.300049,10458.87455,458.8745546,,,,,,
01-07-2017,31-07-2017,ALKEM.NS,-2.208053651,1850.050049,1809.199951,9779.194635,-220.8053651,,,,,,
01-07-2017,31-07-2017,ALLCARGO.NS,-0.058405868,42.79999924,42.77500153,9994.159413,-5.840586829,,,,,,
01-07-2017,31-07-2017,ALOKINDS.NS,31.03447681,2.900000095,3.799999952,13103.44768,3103.447681,,,,,,
01-07-2017,31-07-2017,ASAHIINDIA.NS,9.970089731,250.75,275.75,10997.00897,997.0089731,,,,,,
01-07-2017,31-07-2017,ATUL.NS,-8.164944908,2427.449951,2229.25,9183.505509,-816.4944908,,,,,,
01-07-2017,31-07-2017,BAJAJFINSV.NS,19.26065707,413.0700073,492.6300049,11926.06571,1926.065707,,,,,,
01-07-2017,31-07-2017,BALRAMCHIN.NS,1.672681602,152.4499969,155,10167.26816,167.2681602,,,,,,
01-07-2017,31-07-2017,BANKINDIA.NS,16.14173482,139.6999969,162.25,11614.17348,1614.173482,,,,,,
01-07-2017,31-07-2017,BATAINDIA.NS,4.713380239,549.5,575.4000244,10471.33802,471.3380239,,,,,,
01-07-2017,31-07-2017,BCG.NS,-2.013424116,3.575999022,3.503998995,9798.657588,-201.3424116,,,,,,
01-07-2017,31-07-2017,BERGEPAINT.NS,2.132845826,205.125,209.5,10213.28458,213.2845826,,,,,,
01-07-2017,31-07-2017,BHARATFORG.NS,3.880516284,554.0499878,575.5499878,10388.05163,388.0516284,,,,,,
01-07-2017,31-07-2017,BIOCON.NS,17.91427959,165.6499939,195.3249969,11791.42796,1791.427959,,,,,,
01-07-2017,31-07-2017,BOSCHLTD.NS,1.261707176,23507.80078,23804.40039,10126.17072,126.1707176,,,,,,
01-07-2017,31-07-2017,CASTROLIND.NS,0.261491307,200.7749939,201.3000031,10026.14913,26.14913068,,,,,,
01-07-2017,31-07-2017,CCL.NS,-6.005964156,302.2000122,284.0499878,9399.403584,-600.5964156,,,,,,
01-07-2017,31-07-2017,CERA.NS,1.324793165,2936.300049,2975.199951,10132.47932,132.4793165,,,,,,
01-07-2017,31-07-2017,CESC.NS,6.220039262,78.66027832,83.55297852,10622.00393,622.0039262,,,,,,
01-07-2017,31-07-2017,CGCL.NS,24.87001586,54.57957077,68.15351868,12487.00159,2487.001586,,,,,,
01-07-2017,31-07-2017,CGPOWER.NS,2.723970995,82.59999847,84.84999847,10272.3971,272.3970995,,,,,,
01-07-2017,31-07-2017,CHOLAHLDNG.NS,11.71869898,450.9642029,503.8113403,11171.8699,1171.869898,,,,,,
01-07-2017,31-07-2017,CONCOR.NS,-1.301562993,462.519989,456.5,9869.843701,-130.1562993,,,,,,
01-07-2017,31-07-2017,CUMMINSIND.NS,8.541669344,912,989.9000244,10854.16693,854.1669344,,,,,,
01-07-2017,31-07-2017,CYIENT.NS,2.94779907,510.5499878,525.5999756,10294.77991,294.779907,,,,,,
01-07-2017,31-07-2017,DELTACORP.NS,11.92095443,154.3500061,172.75,11192.09544,1192.095443,,,,,,
01-07-2017,31-07-2017,EIDPARRY.NS,4.360926271,315.2999878,329.0499878,10436.09263,436.0926271,,,,,,
01-07-2017,31-07-2017,EMAMILTD.NS,3.021967418,536.0750122,552.2750244,10302.19674,302.1967418,,,,,,
01-07-2017,31-07-2017,ENGINERSIN.NS,3.404669328,154.1999969,159.4499969,10340.46693,340.4669328,,,,,,
01-07-2017,31-07-2017,EPL.NS,2.59214634,123.4499969,126.6500015,10259.21463,259.214634,,,,,,
01-07-2017,31-07-2017,ESCORTS.NS,-1.006073174,675.9000244,669.0999756,9899.392683,-100.6073174,,,,,,
01-07-2017,31-07-2017,EXIDEIND.NS,-3.154363782,223.5,216.4499969,9684.563622,-315.4363782,,,,,,
01-07-2017,31-07-2017,FDC.NS,-0.164115452,182.8000031,182.5,9983.588455,-16.41154523,,,,,,
01-07-2017,31-07-2017,HAVELLS.NS,2.904162595,464.8500061,478.3500061,10290.41626,290.4162595,,,,,,
01-07-2017,31-07-2017,HINDALCO.NS,9.763545794,196.6499939,215.8500061,10976.35458,976.3545794,,,,,,
01-07-2017,31-07-2017,HINDCOPPER.NS,7.805260108,64.69999695,69.75,10780.52601,780.5260108,,,,,,
01-07-2017,31-07-2017,HINDPETRO.NS,8.651711312,344.6333313,374.4500122,10865.17113,865.1711312,,,,,,
01-07-2017,31-07-2017,IBULHSGFIN.NS,9.318327393,958.5071411,1047.823975,10931.83274,931.8327393,,,,,,
01-07-2017,31-07-2017,INDIACEM.NS,-0.636632258,204.1999969,202.8999939,9936.336774,-63.66322582,,,,,,
01-07-2017,31-07-2017,INFY.NS,4.774655952,475.9500122,498.6749878,10477.4656,477.4655952,,,,,,
01-07-2017,31-07-2017,IPCALAB.NS,-2.302933136,246.4250031,240.75,9769.706686,-230.2933136,,,,,,
01-07-2017,31-07-2017,IRB.NS,5.564650556,21.38500023,22.57500076,10556.46506,556.4650556,,,,,,
01-07-2017,31-07-2017,JMFINANCIL.NS,5.65629987,115.8000031,122.3499985,10565.62999,565.629987,,,,,,
01-07-2017,31-07-2017,JSL.NS,21.11887898,71.5,86.59999847,12111.8879,2111.887898,,,,,,
01-07-2017,31-07-2017,JUBLFOOD.NS,31.35850938,99.92500305,131.2599945,13135.85094,3135.850938,,,,,,
01-07-2017,31-07-2017,KAJARIACER.NS,-2.70589633,678.1500244,659.7999878,9729.410367,-270.589633,,,,,,
01-07-2017,31-07-2017,LINDEINDIA.NS,3.284626018,427.75,441.7999878,10328.4626,328.4626018,,,,,,
01-07-2017,31-07-2017,M&M.NS,1.884445162,683.2249756,696.0999756,10188.44452,188.4445162,,,,,,
01-07-2017,31-07-2017,NATIONALUM.NS,7.490345134,64.75,69.59999847,10749.03451,749.0345134,,,,,,
01-07-2017,31-07-2017,NCC.NS,0.223086386,89.65000153,89.84999847,10022.30864,22.30863858,,,,,,
01-07-2017,31-07-2017,NHPC.NS,-5.329150081,31.89999962,30.20000076,9467.084992,-532.9150081,,,,,,
01-07-2017,31-07-2017,NLCINDIA.NS,-1.706484591,102.5500031,100.8000031,9829.351541,-170.6484591,,,,,,
01-07-2017,31-07-2017,NTPC.NS,4.561399615,130.625,136.5833282,10456.13996,456.1399615,,,,,,
01-07-2017,31-07-2017,OFSS.NS,0.655026569,3580,3603.449951,10065.50266,65.5026569,,,,,,
01-07-2017,31-07-2017,PGHL.NS,14.93046928,1085.699951,1247.800049,11493.04693,1493.046928,,,,,,
