Start_Date,End_Date,Ticker,Percentage_Return,First_Day_Close,Last_Day_Close,Capital_At_Last_Day,Capital_Difference,
01-06-2017,30-06-2017,SWANENERGY.NS,6.132259636,124.75,132.3999939,10613.22596,613.2259636,
01-06-2017,30-06-2017,SYMPHONY.NS,1.183587629,1330.699951,1346.449951,10118.35876,118.3587629,
01-06-2017,30-06-2017,TATAELXSI.NS,16.52702751,686.2999878,799.7249756,11652.70275,1652.702751,
01-06-2017,30-06-2017,TECHM.NS,-2.225296915,397.7000122,388.8500061,9777.470308,-222.5296915,
01-06-2017,30-06-2017,TORNTPHARM.NS,-1.394865529,604,595.5750122,9860.513447,-139.4865529,
01-06-2017,30-06-2017,TORNTPOWER.NS,-6.857594767,190.3000031,177.25,9314.240523,-685.7594767,
01-06-2017,30-06-2017,TRIVENI.NS,-10.80401839,79.59999847,71,8919.598161,-1080.401839,
01-06-2017,30-06-2017,TV18BRDCST.NS,1.709408305,35.09999847,35.70000076,10170.94083,170.9408305,
01-06-2017,30-06-2017,WELSPUNLIV.NS,-1.249259981,84.05000305,83,9875.074002,-124.9259981,
01-07-2017,31-07-2017,BHEL.NS,6.125460519,90.33333588,95.8666687,10612.54605,612.5460519,
01-07-2017,31-07-2017,BLUESTARCO.NS,16.45022525,300.2999878,349.7000122,11645.02252,1645.022525,
01-07-2017,31-07-2017,BPCL.NS,9.863712823,432.8999939,475.6000061,10986.37128,986.3712823,
01-07-2017,31-07-2017,FORTIS.NS,-2.542109584,163.25,159.1000061,9745.789042,-254.2109584,
01-07-2017,31-07-2017,GAIL.NS,3.500409339,91.77502441,94.98752594,10350.04093,350.0409339,
01-07-2017,31-07-2017,GLENMARK.NS,12.32094125,638.75,717.4500122,11232.09412,1232.094125,
01-07-2017,31-07-2017,GUJALKALI.NS,2.318802269,394.6000061,403.75,10231.88023,231.8802269,
01-07-2017,31-07-2017,HFCL.NS,54.3209925,12.14999962,18.75,15432.09925,5432.09925,
01-07-2017,31-07-2017,IDFC.NS,9.870845754,54.20000076,59.54999924,10987.08458,987.0845754,
01-07-2017,31-07-2017,IOB.NS,1.807232007,24.89999962,25.35000038,10180.7232,180.7232007,
01-07-2017,31-07-2017,IOC.NS,-4.936672078,128.9666595,122.5999985,9506.332792,-493.6672078,
01-07-2017,31-07-2017,IRB.NS,5.564650556,21.38500023,22.57500076,10556.46506,556.4650556,
01-07-2017,31-07-2017,JBCHEPHARM.NS,-0.586465694,157.7250061,156.8000031,9941.353431,-58.64656941,
01-07-2017,31-07-2017,JKPAPER.NS,7.295668036,91.15000153,97.80000305,10729.5668,729.5668036,
01-07-2017,31-07-2017,MAHABANK.NS,1.423486168,28.10000038,28.5,10142.34862,142.3486168,
01-07-2017,31-07-2017,NMDC.NS,8.761059366,86.8565979,94.46615601,10876.10594,876.1059366,
01-07-2017,31-07-2017,PATANJALI.NS,13.44339623,2120,2405,11344.33962,1344.339623,
01-07-2017,31-07-2017,PFC.NS,-1.200957736,99.91999817,98.72000122,9879.904226,-120.0957736,
01-07-2017,31-07-2017,PNB.NS,14.07540833,139.25,158.8500061,11407.54083,1407.540833,
01-07-2017,31-07-2017,PRAJIND.NS,1.194428061,75.34999847,76.25,10119.44281,119.4428061,
01-07-2017,31-07-2017,RCF.NS,14.00523133,76.40000153,87.09999847,11400.52313,1400.523133,
01-07-2017,31-07-2017,RECLTD.NS,1.710647925,129.3374939,131.5500031,10171.06479,171.0647925,
01-07-2017,31-07-2017,RENUKA.NS,45.49019009,12.75,18.54999924,14549.01901,4549.019009,
01-07-2017,31-07-2017,TANLA.NS,13.19648153,34.09999847,38.59999847,11319.64815,1319.648153,
01-07-2017,31-07-2017,TORNTPOWER.NS,2.187321273,178.3000031,182.1999969,10218.73213,218.7321273,
01-07-2017,31-07-2017,TRIDENT.NS,12.92059942,7.429999828,8.390000343,11292.05994,1292.059942,
01-07-2017,31-07-2017,UCOBANK.NS,0.744047653,33.59999847,33.84999847,10074.40477,74.40476528,
01-08-2017,31-08-2017,BALAMINES.NS,-6.531601242,330.7000122,309.1000061,9346.839876,-653.1601242,
01-08-2017,31-08-2017,BLUEDART.NS,-1.316092904,4247.450195,4191.549805,9868.39071,-131.6092904,
01-08-2017,31-08-2017,COFORGE.NS,-0.67240066,505.6499939,502.25,9932.759934,-67.240066,
01-08-2017,31-08-2017,CRISIL.NS,1.620377966,1845.25,1875.150024,10162.0378,162.0377966,
01-08-2017,31-08-2017,FACT.NS,6.89654366,39.15000153,41.84999847,10689.65437,689.654366,
01-08-2017,31-08-2017,FINCABLES.NS,11.00408107,477.5499878,530.0999756,11100.40811,1100.408107,
01-08-2017,31-08-2017,FORTIS.NS,-0.675460323,155.4499969,154.3999939,9932.453968,-67.54603232,
01-08-2017,31-08-2017,GAEL.NS,3.09411132,58.17499924,59.97499847,10309.41113,309.411132,
01-08-2017,31-08-2017,GLAXO.NS,1.682985691,1192.824951,1212.900024,10168.29857,168.2985691,
01-08-2017,31-08-2017,GODFRYPHLP.NS,-7.562614324,1123.949951,1038.949951,9243.738568,-756.2614324,
01-08-2017,31-08-2017,IOC.NS,22.27622574,123.4499969,150.9499969,12227.62257,2227.622574,
01-08-2017,31-08-2017,ITC.NS,-2.032310571,287.8500061,282,9796.768943,-203.2310571,
01-08-2017,31-08-2017,JBCHEPHARM.NS,-8.655108534,152.8000031,139.5749969,9134.489147,-865.5108534,
01-08-2017,31-08-2017,LICHSGFIN.NS,-3.91489794,690.9500122,663.9000244,9608.510206,-391.489794,
01-08-2017,31-08-2017,PETRONET.NS,7.158048473,211.6499939,226.8000031,10715.80485,715.8048473,
01-08-2017,31-08-2017,PIIND.NS,-5.529351616,763.2000122,721,9447.064838,-552.9351616,
01-08-2017,31-08-2017,RECLTD.NS,-4.546749812,131.1374969,125.1750031,9545.325019,-454.6749812,
01-08-2017,31-08-2017,SUNPHARMA.NS,-9.282500735,533.7999878,484.25,9071.749926,-928.2500735,
01-08-2017,31-08-2017,SUNTV.NS,-10.00702749,782.4500122,704.1500244,8999.297251,-1000.702749,
01-08-2017,31-08-2017,TATAMTRDVR.NS,-15.89870489,262.6000061,220.8500061,8410.129511,-1589.870489,
01-08-2017,31-08-2017,UCOBANK.NS,-8.047686787,33.54999924,30.85000038,9195.231321,-804.7686787,
01-08-2017,31-08-2017,VIPIND.NS,24.94336708,176.6000061,220.6499939,12494.33671,2494.336708,
01-08-2017,31-08-2017,ZENSARTECH.NS,-1.13701161,158.3099976,156.5099945,9886.298839,-113.701161,
01-09-2017,30-09-2017,ABB.NS,4.927996744,1210.357178,1270.00354,10492.79967,492.7996744,
01-09-2017,30-09-2017,ABBOTINDIA.NS,1.28186247,4177.5,4231.049805,10128.18625,128.186247,
01-09-2017,30-09-2017,AIAENG.NS,1.030295138,1315.150024,1328.699951,10103.02951,103.0295138,
01-09-2017,30-09-2017,BOSCHLTD.NS,-7.320702485,22167.94922,20545.09961,9267.929751,-732.0702485,
01-09-2017,30-09-2017,EXIDEIND.NS,0.832311847,204.25,205.9499969,10083.23118,83.23118474,
01-09-2017,30-09-2017,GLENMARK.NS,-1.926071672,610.0499878,598.2999878,9807.392833,-192.6071672,
01-09-2017,30-09-2017,GODFRYPHLP.NS,-4.081435104,1051.099976,1008.200012,9591.85649,-408.1435104,
01-09-2017,30-09-2017,LUPIN.NS,1.853248198,995.5499878,1014,10185.32482,185.3248198,
01-09-2017,30-09-2017,M&M.NS,-6.927128026,673.7999878,627.125,9307.287197,-692.7128026,
01-09-2017,30-09-2017,MRF.NS,-3.505001966,65293.85156,63005.30078,9649.499803,-350.5001966,
01-09-2017,30-09-2017,OFSS.NS,4.583580574,3475.449951,3634.75,10458.35806,458.3580574,
01-09-2017,30-09-2017,PATANJALI.NS,24.67866324,1945,2425,12467.86632,2467.866324,
01-09-2017,30-09-2017,SKFINDIA.NS,-0.520881322,1526.25,1518.300049,9947.911868,-52.08813217,
01-09-2017,30-09-2017,SUNTV.NS,-0.813484329,768.2999878,762.0499878,9918.651567,-81.34843289,
01-10-2017,31-10-2017,ADANIENT.NS,20.03578504,60.91995621,73.12574768,12003.5785,2003.578504,
01-10-2017,31-10-2017,BANKBARODA.NS,27.20319739,137.3000031,174.6499939,12720.31974,2720.319739,
01-10-2017,31-10-2017,BANKINDIA.NS,34.55535833,137.75,185.3500061,13455.53583,3455.535833,
01-10-2017,31-10-2017,CARBORUNIV.NS,9.689191086,315.2999878,345.8500061,10968.91911,968.9191086,
01-10-2017,31-10-2017,CENTRALBK.NS,11.5903052,74.19999695,82.80000305,11159.03052,1159.03052,
01-10-2017,31-10-2017,DLF.NS,12.21259918,167.4499969,187.8999939,11221.25992,1221.259918,
01-10-2017,31-10-2017,ENGINERSIN.NS,26.898419,148.1499939,188,12689.8419,2689.8419,
01-10-2017,31-10-2017,GRANULES.NS,21.88729027,114.4499969,139.5,12188.72903,2188.729027,
01-10-2017,31-10-2017,HINDCOPPER.NS,20.00000262,58.25,69.90000153,12000.00026,2000.000262,
01-10-2017,31-10-2017,ICICIBANK.NS,7.956176143,278.3999939,300.5499878,10795.61761,795.6176143,
01-10-2017,31-10-2017,IDBI.NS,24.9760824,52.25,65.30000305,12497.60824,2497.60824,
01-10-2017,31-10-2017,IDEA.NS,24.83531243,45.76534653,57.13131332,12483.53124,2483.531243,
01-10-2017,31-10-2017,INDIANB.NS,23.3035625,263.0499878,324.3500061,12330.35625,2330.35625,
01-10-2017,31-10-2017,IOB.NS,17.44966242,22.35000038,26.25,11744.96624,1744.966242,
01-10-2017,31-10-2017,LINDEINDIA.NS,12.55308382,376.7999878,424.1000061,11255.30838,1255.308382,
01-10-2017,31-10-2017,NETWORK18.NS,9.977580527,44.59999847,49.04999924,10997.75805,997.7580527,
01-10-2017,31-10-2017,NMDC.NS,9.335582181,91.3915863,99.92352295,10933.55822,933.5582181,
01-10-2017,31-10-2017,PGHL.NS,7.335145544,1045.650024,1122.349976,10733.51455,733.5145544,
01-10-2017,31-10-2017,PRSMJOHNSN.NS,14.04601483,104.3000031,118.9499969,11404.60148,1404.601483,
01-10-2017,31-10-2017,RECLTD.NS,12.0197031,114.1875,127.9124985,11201.97031,1201.97031,
01-10-2017,31-10-2017,SONATSOFTW.NS,21.06489456,56.34375,68.21250153,12106.48946,2106.489456,
01-10-2017,31-10-2017,SUZLON.NS,6.089748925,14.32413673,15.1964407,10608.97489,608.9748925,
01-10-2017,31-10-2017,TANLA.NS,15.99354004,30.95000076,35.90000153,11599.354,1599.354004,
01-10-2017,31-10-2017,TTML.NS,37.39130246,5.501902103,7.55913496,13739.13025,3739.130246,
01-10-2017,31-10-2017,UCOBANK.NS,11.50000254,30,33.45000076,11150.00025,1150.000254,
01-10-2017,31-10-2017,UNIONBANK.NS,45.4222608,126.6999969,184.25,14542.22608,4542.22608,
01-10-2017,31-10-2017,UPL.NS,3.567830625,530.666687,549.5999756,10356.78306,356.7830625,
01-10-2017,31-10-2017,WELSPUNLIV.NS,-0.446765517,67.15000153,66.84999847,9955.323448,-44.67655174,
01-10-2017,31-10-2017,ZENSARTECH.NS,6.058795946,151.0200043,160.1699982,10605.87959,605.8795946,
01-11-2017,30-11-2017,CANFINHOME.NS,4.151628491,470.8999939,490.4500122,10415.16285,415.1628491,
01-11-2017,30-11-2017,LICHSGFIN.NS,0.351588258,597.2999878,599.4000244,10035.15883,35.15882578,
01-11-2017,30-11-2017,PIDILITIND.NS,10.13264158,772.75,851.0499878,11013.26416,1013.264158,
01-11-2017,30-11-2017,YESBANK.NS,-1.850688244,318.7999878,312.8999939,9814.931176,-185.0688244,
01-12-2017,31-12-2017,ACC.NS,4.875793923,1676.650024,1758.400024,10487.57939,487.5793923,
01-12-2017,31-12-2017,AMBUJACEM.NS,3.22519461,263.5499878,272.0499878,10322.51946,322.519461,
01-12-2017,31-12-2017,BCG.NS,2.727274862,2.639998913,2.71199894,10272.72749,272.7274862,
01-12-2017,31-12-2017,GLENMARK.NS,7.191137455,554.8499756,594.75,10719.11375,719.1137455,
01-12-2017,31-12-2017,HINDALCO.NS,16.2311369,235.3500061,273.5499878,11623.11369,1623.11369,
01-12-2017,31-12-2017,INDIGO.NS,6.620083489,1130.650024,1205.5,10662.00835,662.0083489,
01-12-2017,31-12-2017,KARURVYSYA.NS,7.421710792,105.9545441,113.8181839,10742.17108,742.1710792,
01-12-2017,31-12-2017,L&TFH.NS,3.818614677,155.8871155,161.8398438,10381.86147,381.8614677,
01-12-2017,31-12-2017,LICHSGFIN.NS,-1.322123799,571.0499878,563.5,9867.78762,-132.2123799,
01-12-2017,31-12-2017,SJVN.NS,1.043225922,33.54999924,33.90000153,10104.32259,104.3225922,
01-12-2017,31-12-2017,SUZLON.NS,12.68115997,12.67135239,14.27822685,11268.116,1268.115997,
01-12-2017,31-12-2017,TRIVENI.NS,-7.568532013,83.90000153,77.55000305,9243.146799,-756.8532013,
01-12-2017,31-12-2017,USHAMART.NS,6.89654492,23.20000076,24.79999924,10689.65449,689.654492,
01-12-2017,31-12-2017,VEDL.NS,15.06800832,286.7000122,329.8999939,11506.80083,1506.800832,
01-12-2017,31-12-2017,YESBANK.NS,2.704900645,306.8500061,315.1499939,10270.49006,270.4900645,
01-01-2018,31-01-2018,BALRAMCHIN.NS,-12.04730428,135.3000031,119,8795.269572,-1204.730428,
01-01-2018,31-01-2018,CENTRALBK.NS,-1.807226947,74.69999695,73.34999847,9819.277305,-180.7226947,
01-01-2018,31-01-2018,MCX.NS,-16.25455027,920.0499878,770.5,8374.544973,-1625.455027,
01-02-2018,28-02-2018,ACC.NS,-5.998845778,1737,1632.800049,9400.115422,-599.8845778,
01-02-2018,28-02-2018,AEGISCHEM.NS,-7.765050066,274.9500122,253.6000061,9223.494993,-776.5050066,
01-02-2018,28-02-2018,APARINDS.NS,5.151168356,742.5499878,780.7999878,10515.11684,515.1168356,
01-02-2018,28-02-2018,ASIANPAINT.NS,-3.699048084,1153,1110.349976,9630.095192,-369.9048084,
01-02-2018,28-02-2018,AUROPHARMA.NS,0.523562196,611.2000122,614.4000244,10052.35622,52.35621962,
01-02-2018,28-02-2018,BAJAJFINSV.NS,1.646358663,503.8399963,512.1350098,10164.63587,164.6358663,
01-02-2018,28-02-2018,BALRAMCHIN.NS,1.013510923,118.4000015,119.5999985,10101.35109,101.3510923,
01-02-2018,28-02-2018,BATAINDIA.NS,1.738707143,710.2999878,722.6500244,10173.87071,173.8707143,
01-02-2018,28-02-2018,BBTC.NS,5.001232612,1419.650024,1490.650024,10500.12326,500.1232612,
01-02-2018,28-02-2018,BEML.NS,-15.34947235,1226.021729,1037.833862,8465.052765,-1534.947235,
01-02-2018,28-02-2018,BOSCHLTD.NS,-2.561757622,19517.84961,19017.84961,9743.824238,-256.1757622,
01-02-2018,28-02-2018,CARBORUNIV.NS,-5.724536489,376.4500122,354.8999939,9427.546351,-572.4536489,
01-02-2018,28-02-2018,CERA.NS,-3.370920133,3436.75,3320.899902,9662.907987,-337.0920133,
01-02-2018,28-02-2018,CGCL.NS,-8.617506999,102.6322937,93.78794861,9138.2493,-861.7506999,
01-02-2018,28-02-2018,DRREDDY.NS,3.616860937,2157.949951,2236,10361.68609,361.6860937,
01-02-2018,28-02-2018,EICHERMOT.NS,-3.182832464,2804.735107,2715.465088,9681.716754,-318.2832464,
01-02-2018,28-02-2018,ENDURANCE.NS,13.83333333,1200,1366,11383.33333,1383.333333,
01-02-2018,28-02-2018,FEDERALBNK.NS,-1.640190726,97.55000305,95.94999695,9835.980927,-164.0190726,
01-02-2018,28-02-2018,HONAUT.NS,0.121863361,16987.19922,17007.90039,10012.18634,12.18633608,
01-02-2018,28-02-2018,INGERRAND.NS,-5.963274665,770.5499878,724.5999756,9403.672533,-596.3274665,
01-02-2018,28-02-2018,ITI.NS,0.726184068,117.0500031,117.9000015,10072.61841,72.61840683,
01-02-2018,28-02-2018,JBMA.NS,-11.7050347,197.1799927,174.1000061,8829.49653,-1170.50347,
01-02-2018,28-02-2018,JKLAKSHMI.NS,5.480942262,413.25,435.8999939,10548.09423,548.0942262,
01-02-2018,28-02-2018,KPRMILL.NS,-3.392679103,148.8500061,143.8000031,9660.73209,-339.2679103,
01-02-2018,28-02-2018,LICHSGFIN.NS,-4.202308285,531.8499756,509.5,9579.769172,-420.2308285,
01-02-2018,28-02-2018,MCDOWELL-N.NS,-0.694869031,660.5599976,655.9699707,9930.513097,-69.48690312,
01-02-2018,28-02-2018,MGL.NS,3.82841315,1008.25,1046.849976,10382.84132,382.841315,
01-02-2018,28-02-2018,MHRIL.NS,-12.55379012,224.6333313,196.4333344,8744.620988,-1255.379012,
01-02-2018,28-02-2018,MOTILALOFS.NS,-11.07605669,1283.849976,1141.650024,8892.394331,-1107.605669,
01-02-2018,28-02-2018,MUTHOOTFIN.NS,-10.66529368,437.3999939,390.75,8933.470632,-1066.529368,
01-02-2018,28-02-2018,NESTLEIND.NS,6.142920699,731.085022,775.9949951,10614.29207,614.2920699,
01-02-2018,28-02-2018,NH.NS,2.406549752,292.9500122,300,10240.65498,240.6549752,
01-02-2018,28-02-2018,NTPC.NS,-2.070396985,140.875,137.9583282,9792.960301,-207.0396985,
01-02-2018,28-02-2018,PAGEIND.NS,5.343851723,21294.55078,22432.5,10534.38517,534.3851723,
01-02-2018,28-02-2018,PATANJALI.NS,3.857566766,1685,1750,10385.75668,385.7566766,
01-02-2018,28-02-2018,PIIND.NS,-3.097973486,913.5,885.2000122,9690.202651,-309.7973486,
01-02-2018,28-02-2018,POLYMED.NS,0.642185889,249.1499939,250.75,10064.21859,64.21858891,
01-02-2018,28-02-2018,POLYPLEX.NS,1.74348942,499,507.7000122,10174.34894,174.348942,
01-02-2018,28-02-2018,POWERGRID.NS,1.488329589,109.6031494,111.2344055,10148.83296,148.8329589,
01-02-2018,28-02-2018,SHREECEM.NS,-3.398548472,17453.05078,16859.90039,9660.145153,-339.8548472,
01-02-2018,28-02-2018,SRF.NS,5.370091727,361.2600098,380.6600037,10537.00917,537.0091727,
01-02-2018,28-02-2018,TATACOMM.NS,4.132560618,386.8826294,402.8707886,10413.25606,413.2560618,
01-02-2018,28-02-2018,TATAMOTORS.NS,-5.360093085,393.6499939,372.5499878,9463.990691,-536.0093085,
01-02-2018,28-02-2018,TATAMTRDVR.NS,-5.967124439,222.0500031,208.8000031,9403.287556,-596.7124439,
01-02-2018,28-02-2018,TVSMOTOR.NS,0.864122123,671.2000122,677,10086.41221,86.41221227,
01-03-2018,31-03-2018,ADANIPOWER.NS,-24.40191236,31.35000038,23.70000076,7559.808764,-2440.191236,
01-03-2018,31-03-2018,BAJAJ-AUTO.NS,-9.142969317,3020.899902,2744.699951,9085.703068,-914.2969317,
01-03-2018,31-03-2018,BANKBARODA.NS,2.892263132,138.3000031,142.3000031,10289.22631,289.2263132,
01-03-2018,31-03-2018,BCG.NS,-12.3809586,2.519999027,2.207998991,8761.90414,-1238.09586,
01-03-2018,31-03-2018,BEML.NS,-15.35811572,1038.886597,879.3331909,8464.188428,-1535.811572,
01-03-2018,31-03-2018,BLUEDART.NS,-12.42593238,4303.5,3768.75,8757.406762,-1242.593238,
01-03-2018,31-03-2018,BOSCHLTD.NS,-3.688088835,18707.5,18017.55078,9631.191117,-368.8088835,
01-03-2018,31-03-2018,BPCL.NS,-3.269966483,441.8999939,427.4500122,9673.003352,-326.9966483,
01-03-2018,31-03-2018,CANBK.NS,-9.094038928,290.2999878,263.8999939,9090.596107,-909.4038928,
01-03-2018,31-03-2018,CARBORUNIV.NS,0.724847795,344.8999939,347.3999939,10072.48478,72.48477948,
01-03-2018,31-03-2018,CENTRALBK.NS,11.65122695,64.80000305,72.34999847,11165.1227,1165.122695,
01-03-2018,31-03-2018,CGCL.NS,-8.268334018,90.95018768,83.43012238,9173.166598,-826.8334018,
01-03-2018,31-03-2018,COLPAL.NS,0,1056.900024,1056.900024,10000,0,
01-03-2018,31-03-2018,CUMMINSIND.NS,-12.91505767,804.0999756,700.25,8708.494233,-1291.505767,
01-03-2018,31-03-2018,DABUR.NS,0.984004173,325.2000122,328.3999939,10098.40042,98.40041726,
01-03-2018,31-03-2018,DEEPAKFERT.NS,-13.75186904,324.3346863,279.732605,8624.813096,-1375.186904,
01-03-2018,31-03-2018,EIDPARRY.NS,-14.14679339,318.7999878,273.7000122,8585.320661,-1414.679339,
01-03-2018,31-03-2018,EMAMILTD.NS,-1.142247146,540.5999756,534.4249878,9885.775285,-114.2247146,
01-03-2018,31-03-2018,GESHIP.NS,-9.571404155,365.1499939,330.2000122,9042.859584,-957.1404155,
01-03-2018,31-03-2018,GLAXO.NS,-12.23884629,1189.449951,1043.875,8776.115371,-1223.884629,
01-03-2018,31-03-2018,GODFRYPHLP.NS,-5.728063252,871.1500244,821.25,9427.193675,-572.8063252,
01-03-2018,31-03-2018,HINDCOPPER.NS,-13.30117315,72.55000305,62.90000153,8669.882685,-1330.117315,
01-03-2018,31-03-2018,IDFCFIRSTB.NS,-8.678881644,51.84999847,47.34999847,9132.111836,-867.8881644,
01-03-2018,31-03-2018,INGERRAND.NS,-9.823761088,726.2999878,654.9500122,9017.623891,-982.3761088,
01-03-2018,31-03-2018,JBMA.NS,-11.81405007,171.6600037,151.3800049,8818.594993,-1181.405007,
01-03-2018,31-03-2018,JKCEMENT.NS,-0.961072923,1024.900024,1015.049988,9903.892708,-96.10729229,
01-03-2018,31-03-2018,JYOTHYLAB.NS,14.9557134,172.1750031,197.9250031,11495.57134,1495.57134,
01-03-2018,31-03-2018,KARURVYSYA.NS,-7.162655694,98.3636322,91.3181839,9283.734431,-716.2655694,
01-03-2018,31-03-2018,KRBL.NS,-20.92285313,551.5499878,436.1499939,7907.714687,-2092.285313,
01-03-2018,31-03-2018,LICHSGFIN.NS,5.393952723,507.0499878,534.4000244,10539.39527,539.3952723,
01-03-2018,31-03-2018,MFSL.NS,-8.384685115,494.9500122,453.4500122,9161.531489,-838.4685115,
01-03-2018,31-03-2018,MOTHERSON.NS,-2.7977487,87.4020462,84.95675659,9720.22513,-279.77487,
01-03-2018,31-03-2018,MOTILALOFS.NS,-13.14124995,1154,1002.349976,8685.875005,-1314.124995,
01-03-2018,31-03-2018,NATCOPHARM.NS,-3.427729262,780.4000244,753.6500244,9657.227074,-342.7729262,
