Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-20 09:30:00-04:00,189.14999389648438,190.07000732421875,189.00999450683594,189.72850036621094,189.72850036621094,2700599
2024-05-20 09:35:00-04:00,189.7100067138672,190.1750030517578,189.4199981689453,190.07000732421875,190.07000732421875,806053
2024-05-20 09:40:00-04:00,190.0800018310547,190.0850067138672,189.8040008544922,190.05999755859375,190.05999755859375,684609
2024-05-20 09:45:00-04:00,190.06500244140625,190.1999969482422,189.86000061035156,190.15890502929688,190.15890502929688,526030
2024-05-20 09:50:00-04:00,190.16000366210938,190.57000732421875,190.16000366210938,190.55999755859375,190.55999755859375,643459
2024-05-20 09:55:00-04:00,190.56500244140625,190.90499877929688,190.55499267578125,190.89999389648438,190.89999389648438,719523
2024-05-20 10:00:00-04:00,190.91000366210938,191.3800048828125,190.80999755859375,191.2899932861328,191.2899932861328,1270526
2024-05-20 10:05:00-04:00,191.2899932861328,191.36000061035156,190.97000122070312,191.25,191.25,854237
2024-05-20 10:10:00-04:00,191.25399780273438,191.42010498046875,191.17999267578125,191.3300018310547,191.3300018310547,809980
2024-05-20 10:15:00-04:00,191.3350067138672,191.57000732421875,191.27000427246094,191.51010131835938,191.51010131835938,815879
2024-05-20 10:20:00-04:00,191.50999450683594,191.71009826660156,191.32000732421875,191.64999389648438,191.64999389648438,602473
2024-05-20 10:25:00-04:00,191.64010620117188,191.77000427246094,191.52999877929688,191.60499572753906,191.60499572753906,737083
2024-05-20 10:30:00-04:00,191.60000610351562,191.86990356445312,191.58999633789062,191.8249969482422,191.8249969482422,760150
2024-05-20 10:35:00-04:00,191.8249969482422,191.91990661621094,191.6999969482422,191.72000122070312,191.72000122070312,780469
2024-05-20 10:40:00-04:00,191.7220001220703,191.77000427246094,191.44000244140625,191.5050048828125,191.5050048828125,1377436
2024-05-20 10:45:00-04:00,191.50999450683594,191.57000732421875,191.32000732421875,191.5623016357422,191.5623016357422,986851
2024-05-20 10:50:00-04:00,191.57000732421875,191.58999633789062,191.38499450683594,191.42010498046875,191.42010498046875,464433
2024-05-20 10:55:00-04:00,191.4199981689453,191.50999450683594,191.38250732421875,191.47999572753906,191.47999572753906,299591
2024-05-20 11:00:00-04:00,191.47979736328125,191.55999755859375,191.39999389648438,191.54989624023438,191.54989624023438,307523
2024-05-20 11:05:00-04:00,191.54539489746094,191.6199951171875,191.47000122070312,191.56500244140625,191.56500244140625,325973
2024-05-20 11:10:00-04:00,191.55999755859375,191.6699981689453,191.55999755859375,191.60659790039062,191.60659790039062,319628
2024-05-20 11:15:00-04:00,191.60499572753906,191.6300048828125,191.33999633789062,191.3699951171875,191.3699951171875,307257
2024-05-20 11:20:00-04:00,191.3800048828125,191.5500030517578,191.30999755859375,191.5200958251953,191.5200958251953,320715
2024-05-20 11:25:00-04:00,191.52000427246094,191.56500244140625,191.1699981689453,191.17999267578125,191.17999267578125,369589
2024-05-20 11:30:00-04:00,191.1750030517578,191.50999450683594,191.0800018310547,191.2899932861328,191.2899932861328,476537
2024-05-20 11:35:00-04:00,191.27999877929688,191.35000610351562,191.21009826660156,191.32000732421875,191.32000732421875,257436
2024-05-20 11:40:00-04:00,191.32989501953125,191.3300018310547,191.1649932861328,191.17999267578125,191.17999267578125,230666
2024-05-20 11:45:00-04:00,191.1800994873047,191.3699951171875,191.16000366210938,191.3686981201172,191.3686981201172,266866
2024-05-20 11:50:00-04:00,191.36500549316406,191.38999938964844,191.26669311523438,191.2700958251953,191.2700958251953,195098
2024-05-20 11:55:00-04:00,191.27000427246094,191.32000732421875,191.21279907226562,191.27499389648438,191.27499389648438,283112
2024-05-20 12:00:00-04:00,191.27000427246094,191.38999938964844,191.27000427246094,191.27999877929688,191.27999877929688,206883
2024-05-20 12:05:00-04:00,191.27999877929688,191.3300018310547,191.22000122070312,191.31500244140625,191.31500244140625,324373
2024-05-20 12:10:00-04:00,191.32000732421875,191.32000732421875,191.1999969482422,191.26499938964844,191.26499938964844,237509
2024-05-20 12:15:00-04:00,191.26499938964844,191.30999755859375,191.1999969482422,191.28500366210938,191.28500366210938,381453
2024-05-20 12:20:00-04:00,191.2899932861328,191.3800048828125,191.10499572753906,191.110107421875,191.110107421875,219334
2024-05-20 12:25:00-04:00,191.11880493164062,191.1699981689453,191.02000427246094,191.1649932861328,191.1649932861328,274714
2024-05-20 12:30:00-04:00,191.16000366210938,191.2899932861328,191.16000366210938,191.25,191.25,178494
2024-05-20 12:35:00-04:00,191.2449951171875,191.4199981689453,191.1750030517578,191.38999938964844,191.38999938964844,338832
2024-05-20 12:40:00-04:00,191.38999938964844,191.42999267578125,191.35000610351562,191.3800048828125,191.3800048828125,173585
2024-05-20 12:45:00-04:00,191.3800048828125,191.44000244140625,191.32989501953125,191.41000366210938,191.41000366210938,196736
2024-05-20 12:50:00-04:00,191.39999389648438,191.5399932861328,191.38999938964844,191.4833984375,191.4833984375,419874
2024-05-20 12:55:00-04:00,191.48989868164062,191.67999267578125,191.47000122070312,191.61500549316406,191.61500549316406,382238
2024-05-20 13:00:00-04:00,191.61500549316406,191.8000030517578,191.61000061035156,191.78480529785156,191.78480529785156,406922
2024-05-20 13:05:00-04:00,191.77499389648438,191.80499267578125,191.6999969482422,191.77499389648438,191.77499389648438,236125
2024-05-20 13:10:00-04:00,191.77999877929688,191.77999877929688,191.63999938964844,191.7100067138672,191.7100067138672,248569
2024-05-20 13:15:00-04:00,191.6999969482422,191.77999877929688,191.67999267578125,191.73500061035156,191.73500061035156,165647
2024-05-20 13:20:00-04:00,191.72999572753906,191.74000549316406,191.6199951171875,191.72500610351562,191.72500610351562,336517
2024-05-20 13:25:00-04:00,191.72000122070312,191.75,191.41000366210938,191.46499633789062,191.46499633789062,315332
2024-05-20 13:30:00-04:00,191.46400451660156,191.5800018310547,191.4149932861328,191.4949951171875,191.4949951171875,184623
2024-05-20 13:35:00-04:00,191.4813995361328,191.52999877929688,191.3800048828125,191.51499938964844,191.51499938964844,196792
2024-05-20 13:40:00-04:00,191.50999450683594,191.6112060546875,191.47999572753906,191.61000061035156,191.61000061035156,311056
2024-05-20 13:45:00-04:00,191.61000061035156,191.6199951171875,191.53500366210938,191.56500244140625,191.56500244140625,168969
2024-05-20 13:50:00-04:00,191.57000732421875,191.58999633789062,191.46499633789062,191.49000549316406,191.49000549316406,151276
2024-05-20 13:55:00-04:00,191.48500061035156,191.52000427246094,191.4199981689453,191.50999450683594,191.50999450683594,173010
2024-05-20 14:00:00-04:00,191.50999450683594,191.52999877929688,191.44000244140625,191.4499969482422,191.4499969482422,164477
2024-05-20 14:05:00-04:00,191.4600067138672,191.50990295410156,191.17999267578125,191.3249969482422,191.3249969482422,315711
2024-05-20 14:10:00-04:00,191.3300018310547,191.368896484375,191.19500732421875,191.27499389648438,191.27499389648438,257991
2024-05-20 14:15:00-04:00,191.27499389648438,191.35000610351562,191.16009521484375,191.19500732421875,191.19500732421875,159916
