Start_Date,End_Date,Ticker,Percentage_Return,First_Day_Close,Last_Day_Close,Capital_At_Last_Day,Capital_Difference,,,,,,
01-04-2017,30-04-2017,LAXMIMACH.NS,9.355840911,4266.850098,4666.049805,10935.58409,935.5840911,,,,,,
01-04-2017,30-04-2017,NAVINFLUOR.NS,0.11954668,627.3699951,628.1199951,10011.95467,11.95466799,,,,,,
01-04-2017,30-04-2017,PCBL.NS,20.7313602,35.13999939,42.42499924,12073.13602,2073.13602,,,,,,
01-04-2017,30-04-2017,PGHH.NS,-0.243677918,7386.799805,7368.799805,9975.632208,-24.36779184,,,,,,
01-04-2017,30-04-2017,PRESTIGE.NS,8.686638757,217,235.8500061,10868.66388,868.6638757,,,,,,
01-04-2017,30-04-2017,RAIN.NS,1.218960248,110.75,112.0999985,10121.89602,121.8960248,,,,,,
01-04-2017,30-04-2017,RECLTD.NS,12.65294715,134.8500061,151.9125061,11265.29471,1265.294715,,,,,,
01-04-2017,30-04-2017,SKFINDIA.NS,7.172237474,1592.25,1706.449951,10717.22375,717.2237474,,,,,,
01-04-2017,30-04-2017,SOLARINDS.NS,3.713281183,772.9000244,801.5999756,10371.32812,371.3281183,,,,,,
01-04-2017,30-04-2017,SUNTV.NS,15.9069475,795.25,921.75,11590.69475,1590.69475,,,,,,
01-04-2017,30-04-2017,THERMAX.NS,5.126374558,981.2000122,1031.5,10512.63746,512.6374558,,,,,,
01-04-2017,30-04-2017,TORNTPHARM.NS,-5.734031828,752.5250244,709.375,9426.596817,-573.4031828,,,,,,
01-04-2017,30-04-2017,TRITURBINE.NS,-3.906526589,143.3500061,137.75,9609.347341,-390.6526589,,,,,,
01-04-2017,30-04-2017,VIPIND.NS,-4.994024826,209.25,198.8000031,9500.597517,-499.4024826,,,,,,
01-04-2017,30-04-2017,VOLTAS.NS,-0.688573604,413.8999939,411.0499878,9931.14264,-68.85736037,,,,,,
01-05-2017,31-05-2017,AARTIIND.NS,2.620465043,207.2497864,212.6806946,10262.0465,262.0465043,,,,,,
01-05-2017,31-05-2017,ACC.NS,2.642727742,1593.050049,1635.150024,10264.27277,264.2727742,,,,,,
01-05-2017,31-05-2017,BAYERCROP.NS,-3.404504759,4674.700195,4515.549805,9659.549524,-340.4504759,,,,,,
01-05-2017,31-05-2017,BBTC.NS,-6.106589483,939.1500244,881.7999878,9389.341052,-610.6589483,,,,,,
01-05-2017,31-05-2017,BIRLACORPN.NS,9.681166751,774.7000122,849.7000122,10968.11668,968.1166751,,,,,,
01-05-2017,31-05-2017,BRITANNIA.NS,-4.15506658,1786.974976,1712.724976,9584.493342,-415.506658,,,,,,
01-05-2017,31-05-2017,CANBK.NS,-3.250369071,367.6499939,355.7000122,9674.963093,-325.0369071,,,,,,
01-05-2017,31-05-2017,CANFINHOME.NS,-3.827240542,567.25,545.539978,9617.275946,-382.7240542,,,,,,
01-05-2017,31-05-2017,CESC.NS,-6.63496933,85.91853333,80.21786499,9336.503067,-663.496933,,,,,,
01-05-2017,31-05-2017,CHAMBLFERT.NS,17.11309472,100.8000031,118.0500031,11711.30947,1711.309472,,,,,,
01-05-2017,31-05-2017,CONCOR.NS,-2.725905859,479.8399963,466.7600098,9727.409414,-272.5905859,,,,,,
01-05-2017,31-05-2017,CYIENT.NS,-10.04307739,557.0999756,501.1499939,8995.692261,-1004.307739,,,,,,
01-05-2017,31-05-2017,DCMSHRIRAM.NS,-2.664890073,375.25,365.25,9733.510993,-266.4890073,,,,,,
01-05-2017,31-05-2017,FACT.NS,-16.86942623,61.65000153,51.25,8313.057377,-1686.942623,,,,,,
01-05-2017,31-05-2017,HDFCBANK.NS,5.74127448,770.2999878,814.5250244,10574.12745,574.127448,,,,,,
01-05-2017,31-05-2017,HEG.NS,-8.082616724,307.4500122,282.6000061,9191.738328,-808.2616724,,,,,,
01-05-2017,31-05-2017,KEI.NS,-1.352931688,214.3500061,211.4499969,9864.706831,-135.2931688,,,,,,
01-05-2017,31-05-2017,LICHSGFIN.NS,0.907217133,705.4500122,711.8499756,10090.72171,90.72171335,,,,,,
01-05-2017,31-05-2017,LT.NS,2.049601546,1154.699951,1178.366699,10204.96015,204.9601546,,,,,,
01-05-2017,31-05-2017,LUXIND.NS,-7.171291623,854.0999756,792.8499756,9282.870838,-717.1291623,,,,,,
01-05-2017,31-05-2017,MASTEK.NS,0.104398046,287.3500061,287.6499939,10010.4398,10.43980465,,,,,,
01-05-2017,31-05-2017,MRF.NS,-4.350350321,68372.54688,65398.10156,9564.964968,-435.0350321,,,,,,
01-05-2017,31-05-2017,PNCINFRA.NS,-9.27672956,159,144.25,9072.327044,-927.672956,,,,,,
01-05-2017,31-05-2017,POLYPLEX.NS,-9.80372153,484,436.5499878,9019.627847,-980.372153,,,,,,
01-05-2017,31-05-2017,PRSMJOHNSN.NS,-5.232560608,120.4000015,114.0999985,9476.743939,-523.2560608,,,,,,
01-05-2017,31-05-2017,RAJESHEXPO.NS,5.299352751,618,650.75,10529.93528,529.9352751,,,,,,
01-05-2017,31-05-2017,SHREECEM.NS,-6.719815592,19218.55078,17927.09961,9328.018441,-671.9815592,,,,,,
01-05-2017,31-05-2017,SKFINDIA.NS,-6.591869537,1675.550049,1565.099976,9340.813046,-659.1869537,,,,,,
01-05-2017,31-05-2017,TATACHEM.NS,-4.178759809,288.5672607,276.508728,9582.124019,-417.8759809,,,,,,
01-06-2017,30-06-2017,AVANTIFEED.NS,-0.582993545,474.5666809,471.7999878,9941.700646,-58.29935448,,,,,,
01-06-2017,30-06-2017,BIRLACORPN.NS,-3.933468249,889.7999878,854.7999878,9606.653175,-393.3468249,,,,,,
01-06-2017,30-06-2017,ESCORTS.NS,-4.229823484,692.7000122,663.4000244,9577.017652,-422.9823484,,,,,,
01-06-2017,30-06-2017,HEROMOTOCO.NS,-0.455355098,3733.350098,3716.350098,9954.46449,-45.53550981,,,,,,
01-06-2017,30-06-2017,HINDUNILVR.NS,-0.661888909,1095.349976,1088.099976,9933.811109,-66.18889087,,,,,,
01-06-2017,30-06-2017,JKCEMENT.NS,-15.48017281,1106.900024,935.5499878,8451.982719,-1548.017281,,,,,,
01-06-2017,30-06-2017,MARUTI.NS,1.08792991,7146.600098,7224.350098,10108.79299,108.792991,,,,,,
01-06-2017,30-06-2017,RAJESHEXPO.NS,3.367599358,651.7999878,673.75,10336.75994,336.7599358,,,,,,
01-06-2017,30-06-2017,SUPRAJIT.NS,11.84256202,290.8999939,325.3500061,11184.2562,1184.256202,,,,,,
01-07-2017,31-07-2017,GILLETTE.NS,1.659318981,5137.649902,5222.899902,10165.9319,165.9318981,,,,,,
01-07-2017,31-07-2017,TEAMLEASE.NS,-4.602319055,1371.050049,1307.949951,9539.768094,-460.2319055,,,,,,
01-08-2017,31-08-2017,ADANIPORTS.NS,-3.527227723,404,389.75,9647.277228,-352.7227723,,,,,,
01-08-2017,31-08-2017,ASAHIINDIA.NS,32.99183746,287.9500122,382.9500122,13299.18375,3299.183746,,,,,,
01-08-2017,31-08-2017,BAJAJHLDNG.NS,22.23712894,2423.199951,2962.050049,12223.71289,2223.712894,,,,,,
01-08-2017,31-08-2017,BEML.NS,1.092014459,1446.044556,1461.835571,10109.20145,109.2014459,,,,,,
01-08-2017,31-08-2017,BRITANNIA.NS,8.543828475,1953.75,2120.675049,10854.38285,854.3828475,,,,,,
01-08-2017,31-08-2017,GRAPHITE.NS,30.39765991,204.9499969,267.25,13039.76599,3039.765991,,,,,,
01-08-2017,31-08-2017,GRASIM.NS,6.699105167,1095.045898,1168.404175,10669.91052,669.9105167,,,,,,
01-08-2017,31-08-2017,HEG.NS,37.50380735,493.5499878,678.6500244,13750.38074,3750.380735,,,,,,
01-08-2017,31-08-2017,INDUSINDBK.NS,-0.594338875,1665.699951,1655.800049,9940.566113,-59.43388746,,,,,,
01-08-2017,31-08-2017,INFIBEAM.NS,1.793134426,30.13225365,30.67256546,10179.31344,179.3134426,,,,,,
01-08-2017,31-08-2017,JUBLFOOD.NS,5.572078687,129.3950043,136.6049957,10557.20787,557.2078687,,,,,,
01-08-2017,31-08-2017,LAXMIMACH.NS,2.780175221,5900.700195,6064.75,10278.01752,278.0175221,,,,,,
01-08-2017,31-08-2017,MARUTI.NS,-3.801503273,7856.100098,7557.450195,9619.849673,-380.1503273,,,,,,
01-08-2017,31-08-2017,RELIANCE.NS,-2.463212371,733.1119995,715.053894,9753.678763,-246.3212371,,,,,,
01-08-2017,31-08-2017,RTNINDIA.NS,0.877196358,5.699999809,5.75,10087.71964,87.7196358,,,,,,
01-08-2017,31-08-2017,SAREGAMA.NS,5.583822446,39.16706467,41.35408401,10558.38224,558.3822446,,,,,,
01-08-2017,31-08-2017,SBIN.NS,-10.48543492,309,276.6000061,8951.456508,-1048.543492,,,,,,
01-08-2017,31-08-2017,SOLARINDS.NS,-0.519926595,894.3499756,889.7000122,9948.00734,-51.99265954,,,,,,
01-08-2017,31-08-2017,UNOMINDA.NS,5.694712808,129.4404449,136.8117065,10569.47128,569.4712808,,,,,,
01-08-2017,31-08-2017,WELCORP.NS,8.372454376,127.8000031,138.5,10837.24544,837.2454376,,,,,,
01-09-2017,30-09-2017,ASAHIINDIA.NS,-0.547232861,383.75,381.6499939,9945.276714,-54.72328609,,,,,,
01-09-2017,30-09-2017,BAJAJHLDNG.NS,-3.997732675,2912.899902,2796.449951,9600.226733,-399.7732675,,,,,,
01-09-2017,30-09-2017,BBTC.NS,25.75365761,1023.349976,1286.900024,12575.36576,2575.365761,,,,,,
01-09-2017,30-09-2017,GODREJPROP.NS,3.758582398,597.2999878,619.75,10375.85824,375.8582398,,,,,,
01-09-2017,30-09-2017,GRASIM.NS,-3.143287832,1166.113281,1129.458984,9685.671217,-314.3287832,,,,,,
01-09-2017,30-09-2017,GUJALKALI.NS,27.14366837,440.25,559.75,12714.36684,2714.366837,,,,,,
01-09-2017,30-09-2017,HINDPETRO.NS,-11.52570622,482.3999939,426.7999878,8847.429378,-1152.570622,,,,,,
01-09-2017,30-09-2017,KANSAINER.NS,-1.254463838,326.8333435,322.7333374,9874.553616,-125.4463838,,,,,,
01-09-2017,30-09-2017,L&TFH.NS,-1.787065712,184.7671509,181.4652405,9821.293429,-178.7065712,,,,,,
01-09-2017,30-09-2017,UNOMINDA.NS,-5.617904367,145.5261841,137.3506622,9438.209563,-561.7904367,,,,,,
01-10-2017,31-10-2017,BBTC.NS,23.63248093,1358.300049,1679.300049,12363.24809,2363.248093,,,,,,
01-10-2017,31-10-2017,GUJALKALI.NS,29.9079748,554.2000122,719.9500122,12990.79748,2990.79748,,,,,,
01-10-2017,31-10-2017,OIL.NS,5.736433678,236.5,250.0666656,10573.64337,573.6433678,,,,,,
01-10-2017,31-10-2017,RAJESHEXPO.NS,-3.905819376,821.8499756,789.75,9609.418062,-390.5819376,,,,,,
01-11-2017,30-11-2017,ALKYLAMINE.NS,-4.432825423,248.6000061,237.5800018,9556.717458,-443.2825423,,,,,,
01-11-2017,30-11-2017,AVANTIFEED.NS,-8.31360299,929.2000122,851.9500122,9168.639701,-831.360299,,,,,,
01-11-2017,30-11-2017,BBTC.NS,-7.891699381,1649.199951,1519.050049,9210.830062,-789.1699381,,,,,,
01-11-2017,30-11-2017,COFORGE.NS,-3.286959303,654.0999756,632.5999756,9671.30407,-328.6959303,,,,,,
01-11-2017,30-11-2017,DEEPAKFERT.NS,-17.64889289,465.6069336,383.4324646,8235.110711,-1764.889289,,,,,,
01-11-2017,30-11-2017,DELTACORP.NS,-4.505634321,279.6499939,267.0499878,9549.436568,-450.5634321,,,,,,
01-11-2017,30-11-2017,EMAMILTD.NS,4.177744449,630.125,656.4500122,10417.77444,417.7744449,,,,,,
01-11-2017,30-11-2017,ENGINERSIN.NS,0.353738175,183.75,184.3999939,10035.37382,35.3738175,,,,,,
01-11-2017,30-11-2017,GILLETTE.NS,6.536563441,5977.149902,6367.850098,10653.65634,653.6563441,,,,,,
01-11-2017,30-11-2017,GNFC.NS,-16.32653281,509.6000061,426.3999939,8367.346719,-1632.653281,,,,,,
01-11-2017,30-11-2017,GRAPHITE.NS,14.98945953,521.7000122,599.9000244,11498.94595,1498.945953,,,,,,
01-11-2017,30-11-2017,GRINDWELL.NS,6.154939308,493.1000061,523.4500122,10615.49393,615.4939308,,,,,,
01-11-2017,30-11-2017,GUJALKALI.NS,0.052286211,764.9500122,765.3499756,10005.22862,5.228621119,,,,,,
01-11-2017,30-11-2017,KNRCON.NS,7.987531848,128.3249969,138.5749969,10798.75318,798.7531848,,,,,,
01-11-2017,30-11-2017,KRBL.NS,-5.237654064,650.0999756,616.0499878,9476.234594,-523.7654064,,,,,,
01-11-2017,30-11-2017,MCDOWELL-N.NS,10.24298013,611.1500244,673.75,11024.29801,1024.298013,,,,,,
01-11-2017,30-11-2017,NCC.NS,7.111111111,112.5,120.5,10711.11111,711.1111111,,,,,,
01-11-2017,30-11-2017,ONGC.NS,-4.476441388,191,182.4499969,9552.355861,-447.6441388,,,,,,
01-11-2017,30-11-2017,POLYPLEX.NS,-5.373745911,559.2000122,529.1500244,9462.625409,-537.3745911,,,,,,
01-11-2017,30-11-2017,SAIL.NS,-3.933616482,81.34999847,78.15000153,9606.638352,-393.3616482,,,,,,
01-11-2017,30-11-2017,SAREGAMA.NS,30.43093632,65.86326599,85.90607452,13043.09363,3043.093632,,,,,,
01-11-2017,30-11-2017,SOLARINDS.NS,12.88308389,1032.75,1165.800049,11288.30839,1288.308389,,,,,,
01-11-2017,30-11-2017,SONATSOFTW.NS,30.27696187,69.73124695,90.84375,13027.69619,3027.696187,,,,,,
01-11-2017,30-11-2017,STLTECH.NS,-9.601638078,293.7000122,265.5,9039.836192,-960.1638078,,,,,,
01-11-2017,30-11-2017,TORNTPOWER.NS,-1.183329577,283.1000061,279.75,9881.667042,-118.3329577,,,,,,
01-11-2017,30-11-2017,TVSMOTOR.NS,3.863775285,709.1500244,736.5499878,10386.37753,386.3775285,,,,,,
01-11-2017,30-11-2017,UBL.NS,5.080167922,1054.099976,1107.650024,10508.01679,508.0167922,,,,,,
01-11-2017,30-11-2017,VAIBHAVGBL.NS,3.835788538,133.4799957,138.6000061,10383.57885,383.5788538,,,,,,
01-12-2017,31-12-2017,ABBOTINDIA.NS,4.747331998,5274.549805,5524.950195,10474.7332,474.7331998,,,,,,
01-12-2017,31-12-2017,ASTRAL.NS,0.625443346,377.7301025,380.0925903,10062.54433,62.54433462,,,,,,
01-12-2017,31-12-2017,GILLETTE.NS,2.967958821,6571.850098,6766.899902,10296.79588,296.7958821,,,,,,
01-12-2017,31-12-2017,LINDEINDIA.NS,3.483893009,518.0999756,536.1500244,10348.3893,348.3893009,,,,,,
01-12-2017,31-12-2017,LTTS.NS,-6.865635205,1104.050049,1028.25,9313.43648,-686.5635205,,,,,,
01-12-2017,31-12-2017,MINDACORP.NS,11.06217933,193,214.3500061,11106.21793,1106.217933,,,,,,
01-12-2017,31-12-2017,NCC.NS,10.6286173,120.9000015,133.75,11062.86173,1062.86173,,,,,,
01-12-2017,31-12-2017,PGHH.NS,-1.209669056,9510.849609,9395.799805,9879.033094,-120.9669056,,,,,,
01-12-2017,31-12-2017,PIIND.NS,0.26563756,959.9500122,962.5,10026.56376,26.56375603,,,,,,
01-12-2017,31-12-2017,PRAJIND.NS,1.589464146,110.0999985,111.8499985,10158.94641,158.9464146,,,,,,
01-12-2017,31-12-2017,SOBHA.NS,5.048790836,589.25,619,10504.87908,504.8790836,,,,,,
01-12-2017,31-12-2017,TATACONSUM.NS,11.58526098,283.5499878,316.3999939,11158.5261,1158.526098,,,,,,
01-12-2017,31-12-2017,TEAMLEASE.NS,11.84252789,2180.699951,2438.949951,11184.25279,1184.252789,,,,,,
01-12-2017,31-12-2017,THERMAX.NS,11.08337248,1101.650024,1223.75,11108.33725,1108.337248,,,,,,
01-12-2017,31-12-2017,TV18BRDCST.NS,12.55729126,54.54999924,61.40000153,11255.72913,1255.729126,,,,,,
01-01-2018,31-01-2018,3MINDIA.NS,-2.384956582,19264.55078,18805.09961,9761.504342,-238.4956582,,,,,,
01-01-2018,31-01-2018,AARTIIND.NS,-9.846619831,277.2564087,249.9560242,9015.338017,-984.6619831,,,,,,
01-01-2018,31-01-2018,ADANIPOWER.NS,-12.08919694,42.59999847,37.45000076,8791.080306,-1208.919694,,,,,,
01-01-2018,31-01-2018,AEGISCHEM.NS,-12.7310432,289.4500122,252.6000061,8726.89568,-1273.10432,,,,,,
01-01-2018,31-01-2018,ALLCARGO.NS,-6.335166334,52.28749847,48.97499847,9366.483367,-633.5166334,,,,,,
01-01-2018,31-01-2018,BAYERCROP.NS,2.907637856,4455.5,4585.049805,10290.76379,290.7637856,,,,,,
01-01-2018,31-01-2018,CHOLAHLDNG.NS,0.949067241,690.1500244,696.7000122,10094.90672,94.90672406,,,,,,
01-01-2018,31-01-2018,ECLERX.NS,-2.589143574,1047.966675,1020.833313,9741.085643,-258.9143574,,,,,,
01-01-2018,31-01-2018,FDC.NS,-4.466803261,248.5,237.3999939,9553.319674,-446.6803261,,,,,,
01-01-2018,31-01-2018,GMRINFRA.NS,-1.121080959,20.09070587,19.86547279,9887.891904,-112.1080959,,,,,,
01-01-2018,31-01-2018,JBCHEPHARM.NS,-7.451389535,168.4250031,155.875,9254.861046,-745.1389535,,,,,,
01-01-2018,31-01-2018,JINDALSAW.NS,8.105265299,142.5,154.0500031,10810.52653,810.5265299,,,,,,
01-01-2018,31-01-2018,JINDALSTEL.NS,30.14064504,206.1999969,268.3500061,13014.0645,3014.064504,,,,,,
01-01-2018,31-01-2018,KANSAINER.NS,-14.42562249,377.7999878,323.2999878,8557.437751,-1442.562249,,,,,,
01-01-2018,31-01-2018,LTIM.NS,16.22577018,1145.400024,1331.25,11622.57702,1622.577018,,,,,,
01-01-2018,31-01-2018,MARUTI.NS,-0.832484616,9651.900391,9571.549805,9916.751538,-83.24846164,,,,,,
01-01-2018,31-01-2018,MCDOWELL-N.NS,-9.952525979,728.7600098,656.2299805,9004.747402,-995.2525979,,,,,,
01-01-2018,31-01-2018,NAUKRI.NS,-0.778562376,1380.75,1370,9922.143762,-77.85623755,,,,,,
01-01-2018,31-01-2018,NHPC.NS,-7.142860528,32.20000076,29.89999962,9285.713947,-714.2860528,,,,,,
01-01-2018,31-01-2018,PERSISTENT.NS,9.658612135,711.7999878,780.5499878,10965.86121,965.8612135,,,,,,
01-01-2018,31-01-2018,QUESS.NS,-9.678257276,1154.650024,1042.900024,9032.174272,-967.8257276,,,,,,
01-01-2018,31-01-2018,SONATSOFTW.NS,9.53835406,104.3812485,114.3375015,10953.83541,953.835406,,,,,,
01-01-2018,31-01-2018,SUPREMEIND.NS,-3.604115709,1305.449951,1258.400024,9639.588429,-360.4115709,,,,,,
01-01-2018,31-01-2018,TATACONSUM.NS,-2.844357325,312.8999939,304,9715.564267,-284.4357325,,,,,,
01-02-2018,28-02-2018,LUXIND.NS,2.98204899,1701.849976,1752.599976,10298.2049,298.204899,,,,,,
01-02-2018,28-02-2018,PFIZER.NS,-1.937442456,2314.899902,2270.050049,9806.255754,-193.7442456,,,,,,
01-02-2018,28-02-2018,TECHM.NS,-0.081826366,611.0499878,610.5499878,9991.817363,-8.182636609,,,,,,
01-03-2018,31-03-2018,3MINDIA.NS,-7.614173801,21012.80078,19412.84961,9238.58262,-761.4173801,,,,,,
01-03-2018,31-03-2018,ABBOTINDIA.NS,-5.071154714,5744.25,5452.950195,9492.884529,-507.1154714,,,,,,
01-03-2018,31-03-2018,MRF.NS,-0.234438476,72683.64844,72513.25,9976.556152,-23.44384757,,,,,,
01-03-2018,31-03-2018,PGHH.NS,1.507357739,9413.849609,9555.75,10150.73577,150.7357739,,,,,,
01-03-2018,31-03-2018,ZFCVINDIA.NS,0.143949068,7919.399902,7930.799805,10014.39491,14.39490679,,,,,,
01-04-2018,30-04-2018,TITAN.NS,2.743356115,944.0999756,970,10274.33561,274.3356115,,,,,,
01-05-2018,31-05-2018,ASHOKLEY.NS,-7.463613056,161.4499969,149.3999939,9253.638694,-746.3613056,,,,,,
01-05-2018,31-05-2018,BAYERCROP.NS,0.840349998,4646.850098,4685.899902,10084.035,84.03499977,,,,,,
01-05-2018,31-05-2018,BRITANNIA.NS,6.72436763,2712.524902,2894.925049,10672.43676,672.436763,,,,,,
01-05-2018,31-05-2018,BSOFT.NS,8.354734821,157.3661194,170.5136414,10835.47348,835.4734821,,,,,,
01-05-2018,31-05-2018,CHOLAFIN.NS,-9.786901501,342.0899963,308.6099854,9021.30985,-978.6901501,,,,,,
01-05-2018,31-05-2018,COFORGE.NS,-0.960142734,1098.800049,1088.25,9903.985727,-96.01427338,,,,,,
01-05-2018,31-05-2018,HINDUNILVR.NS,7.734644617,1471.949951,1585.800049,10773.46446,773.4644617,,,,,,
01-05-2018,31-05-2018,KOTAKBANK.NS,3.691771119,1256.849976,1303.25,10369.17711,369.1771119,,,,,,
01-05-2018,31-05-2018,M&M.NS,4.031742665,863.1500244,897.9500122,10403.17427,403.1742665,,,,,,
01-05-2018,31-05-2018,MPHASIS.NS,5.505461781,1003.549988,1058.800049,10550.54618,550.5461781,,,,,,
01-05-2018,31-05-2018,NESTLEIND.NS,3.573428054,920.125,953.0050049,10357.34281,357.3428054,,,,,,
01-05-2018,31-05-2018,PIDILITIND.NS,7.702776907,1102.849976,1187.800049,10770.27769,770.2776907,,,,,,
01-05-2018,31-05-2018,TATAELXSI.NS,1.896811204,1215.199951,1238.25,10189.68112,189.6811204,,,,,,
01-05-2018,31-05-2018,TCS.NS,0.410032078,1749.875,1757.050049,10041.00321,41.00320782,,,,,,
01-05-2018,31-05-2018,TEAMLEASE.NS,-2.424231295,2712.199951,2646.449951,9757.57687,-242.4231295,,,,,,
01-05-2018,31-05-2018,UBL.NS,1.918944092,1162.099976,1184.400024,10191.89441,191.8944092,,,,,,
01-06-2018,30-06-2018,BRITANNIA.NS,6.90414182,2906.225098,3106.875,10690.41418,690.414182,,,,,,
01-06-2018,30-06-2018,HDFCBANK.NS,-0.101873703,1055.300049,1054.224976,9989.81263,-10.18737034,,,,,,
01-06-2018,30-06-2018,KOTAKBANK.NS,1.893016022,1318,1342.949951,10189.3016,189.3016022,,,,,,
01-06-2018,30-06-2018,MAHLIFE.NS,3.22313325,180.4666595,186.2833405,10322.31332,322.313325,,,,,,
01-06-2018,30-06-2018,RATNAMANI.NS,-11.15149281,697.0666504,619.333313,8884.850719,-1115.149281,,,,,,
01-07-2018,31-07-2018,3MINDIA.NS,17.58457377,19809.69922,23293.15039,11758.45738,1758.457377,,,,,,
01-07-2018,31-07-2018,ACC.NS,13.91129955,1320.150024,1503.800049,11391.12996,1391.129955,,,,,,
01-07-2018,31-07-2018,AIAENG.NS,8.382545932,1524,1651.75,10838.25459,838.2545932,,,,,,
01-07-2018,31-07-2018,BAJAJ-AUTO.NS,-5.713983584,2835.149902,2673.149902,9428.601642,-571.3983584,,,,,,
01-07-2018,31-07-2018,BAJAJHLDNG.NS,2.13219609,2884.350098,2945.850098,10213.21961,213.219609,,,,,,
01-07-2018,31-07-2018,BAYERCROP.NS,-1.416726155,4552.75,4488.25,9858.327385,-141.6726155,,,,,,
01-07-2018,31-07-2018,BBTC.NS,9.393356696,1421.75,1555.300049,10939.33567,939.3356696,,,,,,
01-07-2018,31-07-2018,BOSCHLTD.NS,6.70330282,17440.65039,18609.75,10670.33028,670.330282,,,,,,
01-07-2018,31-07-2018,COLPAL.NS,-3.827869936,1167.75,1123.050049,9617.213006,-382.7869936,,,,,,
01-07-2018,31-07-2018,DMART.NS,4.518641462,1525.900024,1594.849976,10451.86415,451.8641462,,,,,,
01-07-2018,31-07-2018,ECLERX.NS,0.66328761,854.333313,860,10066.32876,66.32876098,,,,,,
01-07-2018,31-07-2018,ENDURANCE.NS,9.166428141,1221.849976,1333.849976,10916.64281,916.6428141,,,,,,
01-07-2018,31-07-2018,HONAUT.NS,6.418512615,18398.34961,19579.25,10641.85126,641.8512615,,,,,,
01-07-2018,31-07-2018,LAXMIMACH.NS,-0.164819873,7705.5,7692.799805,9983.518013,-16.4819873,,,,,,
01-07-2018,31-07-2018,MARUTI.NS,6.358093406,8821.049805,9381.900391,10635.80934,635.8093406,,,,,,
01-07-2018,31-07-2018,MRF.NS,6.294867349,75197.79688,79931.39844,10629.48673,629.4867349,,,,,,
01-07-2018,31-07-2018,NAUKRI.NS,12.98652639,1194.699951,1349.849976,11298.65264,1298.652639,,,,,,
01-07-2018,31-07-2018,PIDILITIND.NS,5.473247398,1059.699951,1117.699951,10547.32474,547.3247398,,,,,,
01-07-2018,31-07-2018,SHREECEM.NS,8.13223717,15885.5498,17177.40039,10813.22372,813.223717,,,,,,
01-07-2018,31-07-2018,SOLARINDS.NS,7.885453155,1105.199951,1192.349976,10788.54532,788.5453155,,,,,,
01-07-2018,31-07-2018,TITAN.NS,-0.596170768,897.4000244,892.0499878,9940.382923,-59.61707684,,,,,,
01-07-2018,31-07-2018,UBL.NS,0.282209689,1116.199951,1119.349976,10028.22097,28.22096893,,,,,,
01-07-2018,31-07-2018,WHIRLPOOL.NS,11.92998978,1519.699951,1701,11192.99898,1192.998978,,,,,,
01-08-2018,31-08-2018,BAJFINANCE.NS,7.490449079,2722.800049,2926.75,10749.04491,749.0449079,,,,,,
01-08-2018,31-08-2018,DABUR.NS,11.02371172,432.25,479.8999939,11102.37117,1102.371172,,,,,,
01-08-2018,31-08-2018,RELAXO.NS,3.945838207,408.0249939,424.125,10394.58382,394.5838207,,,,,,
01-08-2018,31-08-2018,RELIANCE.NS,6.885567458,1090.20459,1165.271362,10688.55675,688.5567458,,,,,,
