Start_Date,End_Date,Ticker,Percentage_Return,First_Day_Close,Last_Day_Close,Capital_At_Last_Day,Capital_Difference
01-03-2024,13-03-2024,BOSCHLTD.NS,1.842800014,28939.69922,29473,10184.28,184.2800014
01-03-2024,13-03-2024,CRISIL.NS,1.687198168,4901.600098,4984.299805,10168.71982,168.7198168
01-03-2024,13-03-2024,CUMMINSIND.NS,1.230675129,2726.149902,2759.699951,10123.06751,123.0675129
01-03-2024,13-03-2024,GODFRYPHLP.NS,9.581437896,2962.5,3246.350098,10958.14379,958.1437896
01-03-2024,13-03-2024,HAVELLS.NS,-0.897332793,1515.599976,1502,9910.266721,-89.73327926
01-03-2024,13-03-2024,ICICIGI.NS,1.049365834,1643.849976,1661.099976,10104.93658,104.9365834
01-03-2024,13-03-2024,SIEMENS.NS,1.738024684,4700.75,4782.450195,10173.80247,173.8024684
01-03-2024,13-03-2024,SUNDARMFIN.NS,-3.822087465,4178.350098,4018.649902,9617.791254,-382.2087465
01-03-2024,13-03-2024,SUNPHARMA.NS,1.606544738,1559.25,1584.300049,10160.65447,160.6544738
01-03-2024,13-03-2024,TATAINVEST.NS,15.18276607,7644.850098,8805.549805,11518.27661,1518.276607
01-03-2024,13-03-2024,TATAMTRDVR.NS,3.951720331,650.3499756,676.0499878,10395.17203,395.1720331
,,,,,,,3315.111261
