Start_Date,End_Date,Ticker,Percentage_Return,First_Day_Close,Last_Day_Close,Capital_At_Last_Day,Capital_Difference
2024-03-01,2024-03-13,ADANIPORTS.NS,-1.5732491598144265,1322.0999755859375,1301.300048828125,9842.675084018558,-157.32491598144225
2024-03-01,2024-03-13,AMBUJACEM.NS,-4.865607024103156,617.5999755859375,587.5499877929688,9513.439297589684,-486.56070241031557
2024-03-01,2024-03-13,ASTRAL.NS,-1.4105960982242114,2073.60009765625,2044.3499755859375,9858.940390177579,-141.0596098224214
2024-03-01,2024-03-13,BERGEPAINT.NS,-4.294330438717556,589.1500244140625,563.8499755859375,9570.566956128245,-429.4330438717552
2024-03-01,2024-03-13,BLUESTARCO.NS,0.09173587608134948,1308.050048828125,1309.25,10009.173587608135,9.173587608134767
2024-03-01,2024-03-13,CAMS.NS,-6.271709863063115,3109.199951171875,2914.199951171875,9372.829013693688,-627.1709863063115
2024-03-01,2024-03-13,CANBK.NS,-2.030588352933706,578.6500244140625,566.9000244140625,9796.94116470663,-203.05883529337007
2024-03-01,2024-03-13,CIPLA.NS,-0.3501274273289939,1470.9000244140625,1465.75,9964.987257267101,-35.012742732898914
2024-03-01,2024-03-13,EIHOTEL.NS,0.03693521158089844,406.1000061035156,406.25,10003.69352115809,3.6935211580894247
2024-03-01,2024-03-13,GAIL.NS,-2.3079012440201536,184.14999389648438,179.89999389648438,9769.209875597984,-230.79012440201586
2024-03-01,2024-03-13,GPPL.NS,-10.649230453890878,214.10000610351562,191.3000030517578,8935.076954610911,-1064.9230453890887
2024-03-01,2024-03-13,GRANULES.NS,-7.465747155501033,463.45001220703125,428.8500061035156,9253.425284449897,-746.5747155501031
2024-03-01,2024-03-13,INDUSTOWER.NS,-6.043332872070571,263.1000061035156,247.1999969482422,9395.666712792943,-604.3332872070569
2024-03-01,2024-03-13,INFIBEAM.NS,0.13811943648281547,36.20000076293945,36.25,10013.811943648281,13.811943648281158
2024-03-01,2024-03-13,JUSTDIAL.NS,-9.241420369560913,924.0999755859375,838.7000122070312,9075.857963043909,-924.142036956091
2024-03-01,2024-03-13,LICHSGFIN.NS,-3.7996184067919074,648.75,624.0999755859375,9620.03815932081,-379.9618406791906
2024-03-01,2024-03-13,MOTHERSON.NS,-2.8475724308445556,119.4000015258789,116.0,9715.242756915544,-284.7572430844557
2024-03-01,2024-03-13,NATCOPHARM.NS,-1.511063402283134,982.75,967.9000244140625,9848.893659771687,-151.10634022831255
2024-03-01,2024-03-13,NCC.NS,-6.69827968536926,253.0500030517578,236.10000610351562,9330.172031463075,-669.8279685369253
2024-03-01,2024-03-13,OIL.NS,3.997281985414551,589.1500244140625,612.7000122070312,10399.728198541456,399.72819854145564
2024-03-01,2024-03-13,POWERGRID.NS,-0.8863462642858219,287.70001220703125,285.1499938964844,9911.365373571418,-88.63462642858212
2024-03-01,2024-03-13,RITES.NS,-12.182287958436826,788.8499755859375,692.75,8781.771204156317,-1218.2287958436827
2024-03-01,2024-03-13,SBILIFE.NS,-1.669746755655869,1542.1500244140625,1516.4000244140625,9833.025324434413,-166.97467556558695
2024-03-01,2024-03-13,SBIN.NS,-1.228630554127624,769.1500244140625,759.7000122070312,9877.136944587239,-122.86305541276124
2024-03-01,2024-03-13,SOBHA.NS,-12.43428981050532,1598.0,1399.300048828125,8756.571018949468,-1243.4289810505325
2024-03-01,2024-03-13,SUPRAJIT.NS,-2.8224435412449393,432.25,420.04998779296875,9717.755645875506,-282.24435412449384
2024-03-01,2024-03-13,SWANENERGY.NS,-28.365259609613634,762.2000122070312,546.0,7163.474039038637,-2836.525960961363
2024-03-01,2024-03-13,TATACONSUM.NS,1.182343977674854,1201.0,1215.199951171875,10118.234397767485,118.23439776748455
2024-03-01,2024-03-13,TRENT.NS,2.751684656360141,3901.25,4008.60009765625,10275.168465636014,275.16846563601393
2024-03-01,2024-03-13,VGUARD.NS,-2.012732925173718,337.8500061035156,331.04998779296875,9798.726707482629,-201.27329251737137
