Start_Date,End_Date,Ticker,Percentage_Return,First_Day_Close,Last_Day_Close,Capital_At_Last_Day,Capital_Difference
2024-03-01,2024-03-13,ABB.NS,4.1558493999891315,5489.85009765625,5718.0,10415.584939998915,415.5849399989147
2024-03-01,2024-03-13,BAJAJHLDNG.NS,-3.9153122814311674,8944.349609375,8594.150390625,9608.468771856882,-391.5312281431179
2024-03-01,2024-03-13,BEL.NS,-0.6566177351356317,205.60000610351562,204.25,9934.338226486436,-65.66177351356419
2024-03-01,2024-03-13,DLF.NS,-5.000549376762583,909.9000244140625,864.4000244140625,9499.94506232374,-500.0549376762592
2024-03-01,2024-03-13,DRREDDY.NS,1.7534386754112734,6193.5498046875,6302.14990234375,10175.343867541127,175.3438675411271
2024-03-01,2024-03-13,INDHOTEL.NS,-3.563852354688163,589.25,568.25,9643.614764531183,-356.385235468817
2024-03-01,2024-03-13,INGERRAND.NS,-2.115469799670065,3779.300048828125,3699.35009765625,9788.453020032994,-211.54697996700634
2024-03-01,2024-03-13,INTELLECT.NS,0.26009187570067266,1115.0,1117.9000244140625,10026.009187570065,26.009187570065478
2024-03-01,2024-03-13,JKCEMENT.NS,-7.53276615613197,4501.0,4161.9501953125,9246.723384386803,-753.2766156131966
2024-03-01,2024-03-13,KEC.NS,2.882324784397819,714.7000122070312,735.2999877929688,10288.232478439782,288.2324784397824
2024-03-01,2024-03-13,LUPIN.NS,1.3234433753216222,1624.550048828125,1646.050048828125,10132.344337532162,132.34433753216217
2024-03-01,2024-03-13,M&M.NS,-3.9433299720351043,1972.949951171875,1895.1500244140625,9605.66700279649,-394.3329972035099
2024-03-01,2024-03-13,OFSS.NS,7.2677946333994115,7710.0498046875,8270.400390625,10726.77946333994,726.7794633399408
2024-03-01,2024-03-13,TATACOMM.NS,4.3084659800159715,1905.550048828125,1987.6500244140625,10430.846598001597,430.84659800159716
2024-03-01,2024-03-13,TATAMOTORS.NS,4.000406651245726,977.4000244140625,1016.5,10400.040665124572,400.0406651245721
2024-03-01,2024-03-13,THERMAX.NS,-0.3319368348871828,3630.14990234375,3618.10009765625,9966.806316511282,-33.19368348871831
2024-03-01,2024-03-13,TORNTPHARM.NS,0.19860412650869697,2668.64990234375,2673.949951171875,10019.860412650869,19.860412650868966
